lyrics,artist
"A-back in the days when the battles raged, and we thought it was nothing A bookstore man meets the CIA, and we know Throw me a cord and plug it in, get the cradle rocking Ah, out with the redneck pig old men, and it's go The hair in the hole in my head Too bad the scene is dead Memories in the shadow Back in time againAh, I can't forget your terrorized face, when you cried for the shameless Wasted life Ameri-K-K-Kan, and you smile So why should we run when we cannot hide, and my flag is burning? We could be wrong but that's allright, we'll rise againThe hair in the hole in my head Too bad the scene is dead Memories in the shadow It's back in town againLookin' away it's another day, and of course we love you Radical man is the CIA, and we say no We'll round up the Durham H.C. kids, and the Char Grill Killers Jesse H. come into our pit, all ages showThe hair in the hole in my head Too bad the scene is dead Memories in the shadow It's back in time again",sonic youth
"I see a dog star divin' at his magic, snatchin' Keeps me up awake go crystal cracking I can't wait I can't stay, a candle Gotta change my mind before it burns out I'm the Cocker on the rock Wind is whipping through my stupid mopI see a falling snowgirl walking Broadway Turns the corner at 14th and I know there's no way It's alright It's alight candle And I know she'll be okay by SundayI'm the Cocker on the rock Humming bash starts shining In your electric clockIt's safe to say, candle Tonight's the day, candle It's alright now, candle The wind's away, candle Never thought I'd see a dog star fallingI'm the Cocker on the rock Wind is whipping through my stupid mop",sonic youth
"Come on down, down to the river Come on down I want to feel you shiver Dark on the edges, golden on top Floatin down the river Yr so hot Oh oh oh oh oh oohCome on down, down to the river Come on down I want to feel you shiver The sight of death is sure to deliver, Come on down I want to hear you quiver Oh oh ooh Corpses' drapery Rusting, sliding, sliding, Sliding Endless",sonic youth
"""Take my hand"" he said to me Follow now or you'll be damned Let's go to the other side Let's go to the other side Great balls of simplicity Great balls of simplicity Brother James gave em to me Brother James gave em to me I don't need em anymore Don't go knockin' at my door I don't need em anymore Don't go knockin' at my doorTake my hand, you might as well We're going straight to hell I don't wanna hang around Won't you stick yr head in the ground",sonic youth
"Here comes baby, are you ready for her?My name is Bubblegum Live for moon and sun Your in so much fun Life's just be- life has just begun Her name is Bubblegum Live for moon and sun Your in so much fun Life's just be- life has just begunHit it girlsAaaaaaaaaaaaaah Here i started Here it comes Her name is Bubblegum Live for moon and sun You're bein' so much fun Life's just be- life has just begun Bubblegum yeah O yeah Wroof wroof wroof wroof",sonic youth
Don't put me off cuz I'm on fire And I can't quench my desire Don't you know that I'm burning up for your love You ain't convinced that that is enough I put myself in this position And I deserve the imposition But you don't even know I'm alive And there's something in my heart that won't die I'm burnin' upI'm burnin' up I'm burnin' up I'm burnin' up,sonic youth
Sing yr children Yr children song Sing yr love child Love is on See thru child eyes Eyes are old And old is magic growing See the child lights Spinning gold Everyday girl They blow away Leaves falling to the water Wildflowers For you today Sing yr birthday Yr birthday blues Sing yr wild light Wildflowers bloom They will not forget you And down/they go To sleep/so slow Away/they grow They go I wait/I wait all day Sing yr love child Love is on Sing yr child lights Sing yr child lights Lights are gold Sing yr child life Wildflower soul,sonic youth
Seven days and seven nights I dreamt a sailor's dream at sea Seven days and seven nights I dreamt a sailor's dream of me Seven days and siven nights The world was made and lost again Seven days and seven nights Brave men run In my family Brave men run Into the setting sun Brave men run Into captivity Brave men run In my familyBrave men run Away from me,sonic youth
Burning inside (I cross myself It doesn't help) Because I'm not smart enough (I'm digging into Hot white) Learning not to lie (we cross it out And stay away)Burning inside We cross it out and stay away,sonic youth
"I'm in a state of shock I'm creeping up and down your block I'm looking into you I'm trying to catch your viewIt's not a quiet meditation Oh, that you know Darkness makes the night more cold That's what we know about meSatisfied wise child Creeping heart and frozen perfection You can touch my hand I drink a case of youHeaven's not about your reputation Yeah, that I know Forever means the night turns gold That's what we know about youIt's been quite a ride With you my sweet, here by my side Funny how the mountains slide We're stepping across the great divide Our bodies vibrate slowly Yeah, that we know Bound to give it heart and soul That's what we know about us",sonic youth
"Hey now, whats the news? I heard you've been seen walkin' blue I know we're all confused, it's ture I know you feel the same wayEverything we see is clear/everything we feelI'm here to let you know All we need to do is just to just let go You've heard we're ""born to lose"", I know But don't you start to think that's really true You've got the walkin blues today But soon we'll stand and let the music playEverything we dream is clear, everything we NeedLet's say you and I we find/something hard to hold Let's keep it in our minds And let it fill our days Never slip and find we've let it stray Now we're in for the long ride We can let the rest slip asideEverything we need is clear Everything we feel is clear Everything we dream is clear Everything we see is clear",sonic youth
"Look who's come back home again Loser lookin' for his lucky break This time he says he just needs a friend Ain't on the run, he ain't on the take Can you unlock this door babe Will you just undo the chain Will you take the time before you nix-out love (?) Ease low pain (?)Loneliness lays down his head Wants to get you high Better take it now A man like that is like an unmade bedStayed there searching for another way out Do you really even want this Maybe you just don't care All I know it takes just one kiss baby for you He's never thereHey I know it's kinda hard And maybe this time it will never end Hit-and-run lover back in yr heart All those answered prayers You should never have sinned Cuz now that you're in his arms babe Know that you're just in his way Suckered by his fatal charm oh girl It's time We get away",sonic youth
"[Interview some conducted in French] [Interviewer:] do you think that many groups plays like the jesus and mary chain? or do you think they are the own. Sorry? Do you think you are playing on the same style? [Thurston:] Uhm [Lee:] No, not at all[Thurston:] Erm, we really... we really suck tonight ladies and gentlemen. infact we're going to call this song: Bury our Heads in the Sand. and... and eh. No, this is actually called Dick Weed - eh - Part II.[Lee:] Part Eight![Thurston:] Ah yeah, this's... this song is called... Dick Weed Part Eightahu hu hu okay can we all sing a solo song for ya well I got a ticket to ride yeah come'on let's do it yeah whoo, yeah whoo da-da-da-da-ta-ta-ta-ta wha-wha-wha-wha-wouw da-da-da-da-ta-ta-ta-ta I gotta ticket to ride yaa I gotta ticket to ride yeah, play those funky drums play those funky drums, yeah whaaaaaaaoooooooooooowowowowowo yeah hohahooga gaboga baboogaa ya yea ya yeah I said I'm just a little boy from Texas and I'm gonna shake your head one two one two one two titty I know every nook and cranny in New York City London fuck you're pissing me off Hollywood weirdo cough cough cough won't you please let me rock you I'm just a boy with not much to do everybody says that you come from above you're gonna scream when you taste my love taste my love love love love love love love love love love love love whaa I gotta to ride yeah I got a ticket to ride I got a ticket to ride and I don't fucking care no I don't fucking care I don't fucking care I don't fucking care looking everywhere I don't fucking care put on some dark eyes and waving goodbye goodbye goodbye goodbye Do you want to do pipeline?Yo Sun Ra let's do pipeline! We got Sun Ra in the studio today ladies and gentlemen. He's gonna play guitar, he's gonna sing a song, it's called pipeline/killtime, and if you can deal with that. Okay hee Max Roach is here, alright. Man we got an all star jam. Get down. Okay. This is great [Lee:] Holy shit it's Sunny Sheron [Thurston:] Alright [Lee:] He Sunny! George Benson Ladies and Gentlemen! George Benson! [Thurston:] Yeah hello, Hello. down Broadway I'm going down Broadway[Lee:] Let's not do it too fast Stevo",sonic youth
"Suzanne: That's what you should do, you should be Dinosaur's manager. Kim: Yeah but Dinosaur has like ten managers. S: They don't have any other managers. K: They have like.. are you kidding? They have a manager in every city! [laughs] S: It'd be such an easy job though, just to tell them what to do, I think. K: Uhhh.. yeah, but, it's like, they want you to do everything, you know, they're the kind of band that would want you to do everything. S: Yeah but it's easier to do everything than to just do some of it. K: That's true. S: It's easier... K: And have somebody else... S: And then have somebody else fuck up what you've done by doing part of your job. It's like, easier to just do the whole thing. In some ways, I think somebody like Redd Kross would be easy to manage, cuz they'd just be so like ""Well what do we do now?"" and you just tell them, and that'd be it. K: They just wanna rock. S: Yeah, right. They don't wanna do anything. K: They just wanna be rock gods. S: See somebody hit a snare. ... So let's, let's call J. K: Okay. ... Hello, is J there? ... Oh, um, yeah could you just tell him that, uh, Kim and Suzanne called? [Suzanne laughs] Okay, thank you, bye.",sonic youth
"Dreaming, dreaming of a girl like me Hey what are you waiting for - feeding, feeding me I feel like I'm disappearing - getting smaller every day But I look in the mirror - I'm bigger in every way She said: You aren't never going anywhere You aren't never going anywhere I ain't never going anywhere I ain't never going anywhereI'm in heaven now - I can see you Richard Goodbye Hollywood, goodbye downey - hello Janis Hello Dennis, Elvis - and all my brand new friends I'm so glad you're all here with me, until the very endDreaming, dreaming of how it's supposed to be But now this tunic's spinning - around my arms and knees I feel like I'm disappearing - getting smaller every day But when I open my mouth to sing - I'm bigger in every wayShe said: You aren't never going anywhere You aren't never going anywhere I ain't never going anywhere I ain't never going anywhereHey mom! look I'm up here - I finally made it I'm playing the drums again too Don't be sad - the band doesn't sound half bad And I remember mom, what you said You said honey - you look so under-fed[background voices singing various covers]Another green salad, another ice tea There's a tunic in the closet waiting just for me I feel like I'm disappearing - getting smaller every day But I look in your eyes - and I'm bigger in every wayShe said: You aren't never going anywhere You aren't never going anywhere I ain't never going anywhere I ain't never going anywhereGoodbye Richard - gotta go now I'm finally on my own - but Dan's got a gig Keep the love lights glowing - little girl's got the blues I can still hear momma say: ""honey don't let it go to your head""",sonic youth
He's running on a tuff gnarl in his head He's got a fatal erection home in bed He's really smart and he's really fast He's got a hard tit killer fuck in his past Saints preserve us in hot young stuff The saving grace is a sonic pig pile Amazing grazing strange and raging Flies are flaring through your brains Spastic flailing literally raising my roof An adrenal mental man-tool box explodes in music creates utopia You gnarl out on my nerves you weird and crush the cranking raunch Flesh dirt forcefield lost and found let's burn your broken heart Set our sight on sights not yet set let's scorch your wavo wig Let's poke your eyes out,sonic youth
"Produce! We've been asked to participate In a Madonna rocker than can reactivate We're Ciccone Youth from New York City Make the feature cut next week cuz it's a Tuff Titty Now I know my rhyme ain't bustin' no chime Cuz my rap be crappy like a homeboy's slime His name is Mike Watt, he's gonna get caught Some knucklehead defiance To the group at New Alliance Fuck yeah Fuck yeah",sonic youth
"See flashing eyes They're flashing cross to me Burnin up the sky Sunshinin to me Yr locus crown Copkillin heartbeat Head's lookin down Bowin out to the street I'm just walking around Yr city is a wonder townLips red to white Lips green in blacked night Yr spirit flares Flarin up leonineI'm just walking around Yr city is a wonder townTransmitter rhyme Transmitter all the time Lookin up to the sky I'm seeing ghosts flyinI'm just walkin around Yr city is a wonder townI think I been there once before Something tells me there's so much more She's back in town to even the score Time to goSee flashing eyes They're flashing 'cross to me Burnin' up the sky Sunshining into me Your locus crown Cop-killin' heartbeat Head's lookin' down Bowin' out, to the streetI'm just walkin' around Your city is a wonder town",sonic youth
"Falling out of sleep, I hit the floor Put on some rock tee and I'm out with the door From Bowery to Broome to Greene, I'm a walking lizard Last night's dream was a talking baby lizard All comin' from hu-man imagination Day dreaming days in a daydream nationSmashed-up against a car at three A.M. Kids just up for basketball, beat me in my head There's bum trash in my hall and my place is ripped I've totaled another amp, I'm calling in sickIt's an anthem in a vacuum on a hyperstation Day dreaming days in a daydream nation",sonic youth
"1989, Halloween/Touch me I'm Sick, Blast First!, (BFFP46) Notes: Mudhoney cover[Kim] Uh whuuuuuaaaaaaa whaaa well I've been bad and I've been worse and I'm a creep - yeah and I'm a jerk come'on touch me I'm sickaaaaah I won't be long then I pull a rock and I'll throw it at you boy are you paying our drugs (?) touch me I'm sick yeah touch me I'm sick come'on baby now come with me you don't come you don't come you don't come you'll die alonewhaaaaa we're out in the field and I don't mind I'll make you love me till the day you die come'on touch me I'm sick fuck me I'm sick come'on baby now come with me you don't come you don't come you don't come you'll die alone",sonic youth
"Kids cruise away, pack of chickenshits This guy is ours, dark stains on his pants Enough to make a butcher out of the bone Take a walk in the park? Shit, yeah!A poor boy, a rich boy A poor rich boy coming right through me Rich boy, poor boy Poor rich boy coming right through me",sonic youth
It start at the top Now it's spiralling down Works best when it's lost Diggin' under the ground Never mind it now We can bring it back It's total trash And it's a natural fact That I'm not no cowIt's never the same It's more than a game Can't take it away Can't kill all the shameIt's a guilty man That increased the crack It's total trash Sack 'em on the back With a heavy rockThere he goes again Magic monkey friend Can I love the time That he seems to spend With all the kids in townIt start at the top Now it's spiralling down Works best when it's lost Diggin' under the groundNever mind it now We can bring it back It's total trash And it's a natural fact That I'm not no cow,sonic youth
My violence is a dream A 'real dream' A skinny arm A crush on living sin My violence Is a sleeping head Nodding out to rising bliss I left home for experience Carved 'suk for honesty' on my chest My violence is the number Coming out of prayer Find it in the father Find it in a girlThere's a thing in my memory Hoilding on for dear life With a feeling of secrets Beating up under my flesh My tongue is tied I'm sleeping nights awake Tom violence is a dream Coming out of a girl,sonic youth
We did not fade from the noise meditation We stopped abruptly while spinning down This is not to depict hesitation A silent gesture-for princess pleasure Oh see what heaven sent -oh stright from Heavens gate Oh see what heaven meant-when it embraces HateElastic dreemz of vicious aktions Plastik stomachs wrapped in steel Hair falls in a dead breeze curtain Trash can canterbury-hollywood boulevard O u can count on it-richard hell tacked to the Wall Remember the plunger pit-in love with nothing At allOur beards are circuits to amplifier All our bells have an elite ring Rapacious gardens of female distinktion Can you smell trouble-libraries of rubble I don't wanna know-who gets the highest score Thats when my poodle pukes-on the gallery FloorWe did not fade from the noise meditation We stopped abruptly while spinning down Hair falls in a dead breeze curtain A silent gesture-for princess pleasure Here comes mary rat-trudi tacked to the wall Take me back to disgraceland-in love with Nothing at all,sonic youth
"Like girl come walkin' thru the cornfield Like blue vibration thru the sea I know I'd love her to breathe, again Like cubes are talkin' her down I've been a wasted day Like spinning round a saint Like colored wild sign Theresa talkin' in the rainLike girl be growin' thru town Windows are thoughts in the stain I know I'd love her to stay Whispering signs are agreeingLike talkin' golden terrain Like thrivin' dark in the saint A cat in gold goes along Theresa's sound for the king",sonic youth
Push it away The world looks red People with fish eyes The ground sucks Walk on my fingertips Displacing the fog The weight of my body is too mush to bear The memory drained the life from the dull An ocean of insects worked like a sheet the immovable fact Buried my mind in a horse-hair coat in a pile on the floorPush it away The world looks red People with fish eyes The ground sucks Walk on my fingertips Displacing the fog The weight of my body Is too much to bear The memory drained The life from the doll The ocean of insects Moved like a sheet The immovable fact Buried my mind In a horsehair coat In a pile On the floor,sonic youth
"Waking up I see you dreaming of a drive in Open yr eyes to see TV-set on blue I've been waiting for you to smile, I'm the great head freezin' (?) Wintertime comes summer, you are why it's happenin', to me Sugar babe, sugar babe do it to me Do me babe, do me babe can't you see me? Sugar now, sugar now do it to me Do me babe, do me babe can't you see me?I feel the morning slip in sights into your mirror Now I see what might see it's pretty clear I been looking just to feel that funny feelin' I don't know but it's a mystery to reckon, right youSugar babe, sugar babe do it to me Do me babe, do me babe can't you see me? I'm sugar now, sugar now do it to me Take me babe, take me babe can't you see me?",sonic youth
Cant catch me I'm syntax free I'm preconceived Preternaturally I don't invest In what is best Your once and for all Means shit to me Hate translator Hate translator Hate translator You can't catch me Don't mistake her Don't misshape her You don't mutate her You can't get me The radical beacon The preverbal season The abstract poetics Immediate treason Do you remember Reductionist lie Fundamentalist AlibI Hate castrater Hate castrater Hate castrater Don't fuck with me Don't you break her And don't deflate her Don't outdate her Or you'll fuck with me Its a cushy job A pussy's job A cum junkie's job Makes my dick throb Feel...ineffable Cant catch me I'm syntax free I'm preconceived Prehistoricly Don't be alarmed Don't be alarmed Don't be alarmed Its only me Come back in my arms Back in my arms Back in my arms The ineffable me,sonic youth
"To the extent that I wear skirts And cheap nylon slips I've gone native I wanted to know the exact dimension of hell Does this sound simple? Fuck you! Are you for sale? Does 'Fuck you' sound simple enough? This was the only part that turned me on But he was candy all overCome on down to the store You can buy some more, and more, and more, and more You can buy some more, and more, and more, and more You can buy some more, and more, and more, and more You can buy some more, and more, and more, and moreI grew up in a shotgun row Sliding down the hill Out front were the big machines Steel and rusty now I guess Outback was the river And that big sign down the road That's where it all startedCome on down to the store You can buy some more, and more, and more, and more Come on down to the store You can buy some more, and more, and more, and more Come on down to the store You can buy some more, and more, and more, and more You can buy some more, more, more, more",sonic youth
"Time takes its crazy toll and how does your mirror grow you better watch yourself when you jump into it 'cause the mirror's gonna steal your soulI wonder how it came to be my friend that someone just like you has come again you'll never, never know how close you came until you fall in love with the diamond rainthrow all his trash away look out he's here to stay your mirror's gonna crack when he breaks into it and you'll never never be the samelook into his eyes and you can see why all the little kids are dressed in dreams I wonder how he's gonna make it back when he sees that you just know it's make-beliefblood crystalized as sand and now I hope you'll understand you reflected into his looking glass soul and now the mirror is your only friendlook into his eyes and you will see that men are not alone on the diamond sea sail into the heart of the lonely storm and tell her that you'll love her eternallytime takes its crazy toll mirror fallin' off the wall you better look out for the looking glass girl 'cause she's gonna take you for a falllook into his eyes and you shall see why everything is quiet and nothing's free I wonder how he's gonna make her smile when love is running wild on the diamond sea",sonic youth
"Time takes its crazy toll And how does your mirror grow You better watch yourself when you jump into it Cuz the mirror's gonna steal your soulI wonder how it came to be my friend That someone just like you has come again You'll never, never know how close you came Until you fall in love with the diamond rainThrow all his trash away Look out he's here to stay Your mirror's gonna crack when he breaks into it And you'll never, never be the sameLook into his eyes and you can see Why all the little kids are dressed in dreams I wonder how he's gonna make it back When he sees that you just know It's make believeBlood crystalized to sand And now I hope you understand You reflect into his looking glass soul And now the mirror is your only friendLook into his eyes and you will see That men are not alone on the diamond sea Sail into the heart of a lonely storm And tell her that you'll love her eternallyTime takes its crazy toll Mirror fallin' off the wall You better look out for the looking glass girl Cuz she's gonna take you for a fallLook into his eyes and you shall see Why everything is quiet and nothing's free I wonder how he's gonna make her smile When love is running wild on the diamond sea",sonic youth
[sugar cane cd5][kim] You're not telling what you feel You're just say you can't deal You're just lying like a peel You're just saying it ain't realMum told you And I'll tell you You better pick it up You left your roomI'm not telling you what or feel I'm just saying I can't deal You're just lying like a peel I'm just saying you ain't realYour mum told you And I'll tell you You better straighten up It's such mess insideYou're so hot You're bad You're tangledTelevision pants shock gello price phone bill fax paper Cranberry juice dirty sock cd's tapes highschool yearbook Comb and all those let upsYour mum told you And I'll tell you If I make you cry I'll poke your eyeI'll tear you limb for limb Lying in your room What we said is true And as such were through,sonic youth
"[youth against fascism cd5][kim] You're not telling what you feel You just say you can't deal You're just lying in an ? ? ? ? You're just saying it ain't realMom told you And I'll tell you You better pick it up Clean up your roomI'm not telling you what to feel I'm just saying I can't deal You're just lying like a peel I'm just saying you ain't realYour mom told you And I'll tell you You better straighten up Besides you messed your [s? ? ? ]You're so hot You bet EntangledTunafish cans, chocolate wrapper, Jello [blobs]? ? ? , stuffed gorilla, phone bill, Fax paper, cranberry juice, dirty socks, Cd's, tapes, guitar pick, new snare, High school year book Come.....in [comb.....and] All those lettersYour mom told you And I'll tell you If you make me cry I'll poke your eyeI'll tell you [?re in for ? ? ? ] You're lying in your room If what you say is true Then I say we're through",sonic youth
"These are the words but not the truth God bless them all when they speak to you But that's alright On an empty stage Sing out when There's no other way Come drift the town where secrets lie Where friends and neighbours keep drifting by But that's alright You're here to stay Sing out tonight The empty pageI always thought I'd see Your name in flashing light You did it all for free, girl And freely ripped the night You're free to fightThese are the words but not the truth God bless them all when they speak to you But that's alright You're here to stay Sing out tonight The empty pageDo you remember the time When you were new in town You smashed your head in the mirror, baby And kissed the frozen ground Yr ripped up soundThe empty page has wasted down The empty page is ripped The empty page will waste this town The empty page has slipped",sonic youth
Single fold sick insert design in junk Grocery bag sleeve all the colours drunk Texts of confusion and joy Pink plastic pressing for bratfink That's right/he's gone/wrapped up/chiffon Sealed tight/hung up/street mouth/sad pup Shards of sweetshine of voice and flute Street mouth decodes the bluesking dude Girlfriends will love the way we clip Our split release on the thrashman On top/a drop/fake blood/fresh mud They're gone/for good/except/this one Howling scriptures to the mother earth O mother Africa awake yr son To all the mommas with the money eyes This kind of love comes as no surprise Caught shadow/in sex meadow Little darlings describe the scene Purring notions of the dripping dream We've been searching for the cream dream wax Lathe killers make the meters crack Caught shadow/in sex meadow Purring notions of the dripping dream The kinda girls with the money eyes Howling scriptures to the mother earth O mother Africa awake yr sun Caught shadow/in sex meadow Little darlings describe the scene To all the mommas with the money eyes Purring notions of the dripping dream This kinda love comes in any size Sensation shaking us from sleep Hey Ethiopia were free The dripping dream in cream-o-wax Disk drops from yr hand and it cracks,sonic youth
"You're it No, you're it Hey, you're really it You're it No I mean it, you're it Say it Don't spray it Spirit desire (face me) Spirit desire (don't displace me) Spirit desire We will fallMiss me Don't dismiss meSpirit desireSpirit desire [x3] We will fall Spirit desire We will fall Spirit desire [x3] We will fall Spirit desire We will fall[Thurston] Everybody's talking 'bout the stormy weather And what's a man do to but work out whether it's true? Looking for a man with a focus and a temper Who can open up a map and see between one and twoTime to get it Before you let it Get to youHere he comes now Stick to your guns And let him throughEverybody's coming from the winter vacation Taking in the sun in a exaltation to you You come running in on platform shoes With Marshall stacks To at least just give us a clue Ah, here it comes I know it's someone I knewTeenage riot in a public station Gonna fight and tear it up in a hypernation for youNow I see it I think I'll leave it out of the way Now I come near you And it's not clear why you fade awayLooking for a ride to your secret location Where the kids are setting up a free-speed nation, for you Got a foghorn and a drum and a hammer that's rockin' And a cord and a pedal and a lock, that'll do me for nowIt better work out I hope it works out my way 'Cause it's getting kind of quiet in my city's head Takes a teenage riot to get me out of bed right nowYou better look it We're gonna shake it Up to himHe acts the hero We paint a zero On his handWe know it's down We know it's bound too loose Everybody's sound is round it Everybody wants to be proud to choose So who's to take the blame for the stormy weather You're never gonna stop all the teenage leather and boozeIt's time to go round A one man showdown Teach us how to failWe're off the streets now And back on the road On the riot trail",sonic youth
