lyrics,artist
it feels good to say what i want it feels good to knock things down it feels good to see the disgust on their eyes it feels good and im gonna go wild spray paint the wallsi dont want to see the plan succeed there wont be room for people like me my life is their disease it feels good and im gonna spray paint the wallsit feels good to say what i want it feels good to knock things down it feels good to see the disgust in their eyes it feels good and im gonna go wild spray paint the walls it feels good and im gonna go wild,black flag
It feels good To say what I want It feels good To knock things down It feels good To see the disgust in their eyes It feels good And I'm gonna go wild Spray paint the wallsI don't want To see the plan succeed There won't be room For people like me My life is their disease It feels good And I'm gonna go wild Spray paint the wallsIt feels good To say what I want It feels good To knock things down It feels good To see the disgust in their eyes It feels good And I'm gonna go wild Spray paint the walls It feels good And I'm gonna go wild,black flag
"""Hey mama. Come on, come on."" ""I don't know."" ""Come on, come on. This is it."" ""I kinda got a boyfriend."" ""No, no. This is happening. This is the time, now."" ""Uh, oh, ok!"" ""Alright, come on, go, go...""You're loose (Slip it in) Put your brain in a noose (Slip it in) The next day you regret it (Slip it in) But, you're still looseYou say you don't want it You don't want it Say you don't want it Then you slip it on inIn, in, inYou feel like a whore (Slip it in) But what you did the night before (Slip it in) You decided to be all loose (Slip it in) And go all crazyYou say you don't want it You don't want it Say you don't want it But then you slip it on inIn, yeahYou slip it in [x2]You say you didn't think (Slip it in) You said you had too much to drink (Slip it in) Is it in the chemical? (Slip it in) Or is it just some part of you?You say you don't want it You don't want it Say you don't want it But then you slip it on inIn, in, inYou regret how you felt (Slip it in) You felt it (Slip it in) You decided to be all loose (Slip it in) It's what you chooseYou say you don't want it You don't want it Say you don't want it But then you slip it on inYou slip it in [x2]Alright! Hey! Hey!You say you got a boyfriend (Slip it in) But you're hinting at my friends (Slip it in) And everybody else's friend (Slip it in) You're not loose, you're wide openAnd you say you don't want it You don't want it Say you don't want it Then you slip it on inIn, in, inYou're getting around (Slip it in) I'm not putting it down (Slip it in) It's just what it is (Slip it in) Getting it while it's aroundYou say you don't want it You don't want it You don't want it But then you slip it on inIn, in, inYou slip it in [x2]Mount up!",black flag
"$35 and a six pack to my name SIX PACK! Spent the rest on beer so who's to blame SIX PACK! They say I'm fucked up all the time SIX PACK! But I know they're a waste of time SIX PACK!I know it'll be OK When I get a six pack in me, that's rightMy girlfriend asked me which one i like better SIX PACK I hope the answer don't upset her SIX PACK I was born with a bottle in my mouth SIX PACK! Now I've got six so I'll never run out SIX PACK!I know it'll be OK When I get a six pack in me, that's right$35 and a six pack to my name SIX PACK! Spent the rest on beer so who's to blame SIX PACK! They say I'm fucked up all the time SIX PACK! But I know they're a waste of time SIX PACK! SIX PACK! SIX PACK! SIX PACK!",black flag
"Jumping into the seat of my car my pants are on fire (?) my briefs (?) I was lying just to save my skin pushing on the accelerator how am I gonna tell her I'm into love and passion (?) (?)actiondriving you ride shotgun trying to find us some fun break the rules from under the gun kissing ass isn't my idea of fun driving but I'm really driven confined to the rules I've been given How can I find my course When I see my problems and society is the sourceNo It's crazy but it's true when (?) nothing can stop you just got to do what you've got to doMusic fantasies of lies selling up high in the sky but all we want to do is get down there's got to be a turnaroundtelevision selling (?) from the lost souls consuming what they're told taking their money leaving them cold minds dead before they're oldthinking of the heartaches the love I missed all the pain it started with a kiss how much longer can I wait How much longer can I put up with this?Society's tease Is society's disease but all the girls locked up is not what we need Society's tease Is society's disease but all of us locked up is not what we needdriving right into a ditch another hole, another bitch feeling like I want to kill or kiss but I don't know which (?) another woman another whore you're hooked, you want more driving to the candy store but always asking ""what for""always wherever I go Playing some stupid role sometimes I look at the world and I just want to say, ""NOOOOOO!""Somewhere something went wrong where love plays stupid tricks where good and evil mix but i've got a plan the world will finally be saved (?)Society's tease Is society's disease but all the girls locked up is not what we need Society's tease Is society's disease but all of us locked up is not what we need",black flag
Sinking Wanting Thinking Sinking all the while*   it hurts to be alone When it hurts to be aloneWhen it's cold outside When it's cold inside When it hurts to be alone It hurts to be alone*When I'm feeling it When I'm down and out When I'm feeling it When I'm down and out*All torn up All torn down Yeah I'm thinking that I'm sinking And I'm sinking all the while*Falling down Falling down I stand up To fall back down*Caving in Caving in I think my heart Is caving in*Dead air Dead phone Dead quiet Sinking all the while*Writhing my hands Grinding my teeth Staring at the floor Sinking all the while*Cutting my teeth on the blues Soul sinking to the bottom of my shoes Thinking my life's a waiting game Staring at my grave and feeling the same*When I want what I want When I want what I want When I need it I need it*When all I need Is all I need When I need it I need it*Sinking Sinking Sinking Sinking ,black flag
"I am Rattus Norvegicus. I'm sitting in some shit-hole rat's nest and I'm a little angry. I wanted to be a talk show host-not a rat. You men think you have it bad with women? I've got it a lot worse let me tell you. What am I gonna say to some nice looking girl who I want to meet? I can tread water for over 36 hours? I can chew through lead pipes and cinderblocks? I can run on telephone wires?! And what if I do get the girl home? Can't fit her though the door-it's too small. Yeah I got a lot of girls. How'd you like to have a tail that went through your body to drag around all the time?- Not my idea of fun by a long shot! And do you see the neighborhoods that I'm forced to live in? Those people live like pigs! Can't catch the subway-they haven't built it yet. Can't catch the up-town bus I can't reach the step-up. Hey taxi! And everyone, Wants to kill me, Feed me drugs and poison, Put electrodes in my head and make me run on treadmills Dissect, bisect, and defect me. Biome, blind, mane and tame me. Are you folks crazy?! You never invite me to your parties as if I would really wanna go anyhow. Have you ever asked me to go to a movie? How ?bout bowling? You ever seen a rat cry? I got tears. And I have a heart-and I got brains. If you could just see past the fur, I think that you would see That I'm a lot like you.",black flag
Supposed to act my age Supposed to act mature I've got better things to do Than listen to youI'm supposed to keep it together I'm supposed to keep my coolI might be a big baby But I'll scream in your ear Till I find out Just what it is I am doing here.,black flag
"I'm about To have a nervous breakdown My head really hurts If I don't find a way out of here I'm gonna go berserk 'cuz I'm crazy and I'm hurt Head on my shoulders It's going...berserkI hear the same old talk talk talk The same old lines Don't do me that today, yeah If you know what's good for you you'll get out of my way 'cuz I'm crazy and I'm hurt Head on my shoulders Going...berserkI won't apologize For acting outta line You see the way I am You leave any time you can 'cuz I'm crazy and I'm hurt Head on my shoulders Going...berserkCrazy!  Crazy!  Crazy!  Crazy!I don't care what you fuckin' do I don't care what you fuckin' say I'm so sick of everything I just want to...die!",black flag
"My war you're one of them You say that you're my friend But you're one of themYou don't want to see me live You don't want me to give Cuz you're one of themMy war you're one of them You say that you're my friend But you're one of themI might not know what a friend is All I know is what you're not Cuz you're one of themMy war you're one of them You say that you're my friend But you're one of themI have a prediction, it lives in my brain It's with me every day, it drives me insane I feel it in my heart, that if I has a gun I feel it in my heart, I'd wanna kill some I feel it in my heart, the end will come Come on!!My war you're one of them You say that you're my friend But you're one of themTell me that I'm wrong Try to sing me your ego song You're one of themMy war you're one of them You say that you're my friend But you're one of themMy war.",black flag
"Loose nut in my head Loose nut rattling my skull Crying for a human touch Or anything that'll reach my soul*(x2)  loose nut in my head A bolt of lightning between my legs I can't think straight my mind's a mess I only see straight when I'm being ledLoose nut, I want head The loneliness I dread Loose nut you can help Be with me so I don't hurt myself*(x2)Loose nut, no bolt fits My head is giving me fits Loose nut looking for diversion Just anything that'll let me stick it in*(x2)Don't mind my crazy smile Hand me the phone so I can dial I'll be back in a little while But first I gotta get some vertical smile*(x2)",black flag
"Look what you've done to your arms I see you don't care who you harm I understand You've never been the girl next door But now you're worse than before Self destruct Self...destructLife's miseries pain is deep Does it matter what anybody cares? Can there be another outlet? Nobody gets close, nobody dares Self destruct Self...destructI understand your problems I can figure out the reasons why But I can't help what I feel I can't accept what I see Self destruct Self...destructThere's got to be a way to get out",black flag
i try and try but i cant seem to pry my mind from the gutter gutter brain pushin FILTHY thoughts dirty hands workin diggin nails let your fingers do the walkin let your fingers do the walkin let your fingers do the walkin let your fingers do the walkin i saw your head noddin from side to side you say your stuck around for just one last ride well youll surely go just as sure as you can whats your name? whats your name? whats your name? whats your name? let your fingers do the walkin let your fingers do the walkin let your fingers do the walkin let your fingers do the walkin you spent so much time tellin me about yourself and your kind there so many of you now and i wanna know how does your army grow? and so on man.. and so on man so go on man SO GO ON MAN well.... so long man let your fingers do the walkin let your fingers do the walkin let your fingers do the walkin let your fingers do the walkin hey now hey now ive got a halo above my head and a gun in my hand i can do no wrong no wrong man time stands still and takes a step aside my credit is good anywhere anytime all the girls know my name but theres none by my side im a man among men walkin tall with a plan you can send it around the world you can hold it in your hand you can bring it on home im armeggedon man girl its written on the wall for a good time call... ME wont you come by wont you give me a try im easy to reach and im willing to teach you EVERYTHING you wanna know DONT come knockin on my door its open just walk in like you own the place hang your hat put your feet UP i got time and i know how to use it how much time do you have? do you know? how much do you need to get the job done you know exactly what im talkin about dont you course you do thats why you came here in the first place let your fingers do the walkin let your fingers do the walkin let your fingers do the walkin let your fingers do the walkin how can i forgive? how can i let live? how can i forgive? how can i let live? how you gonna make me forgive? how you gonna make me let live? let your fingers do the walkin let your fingers do the walkin let your fingers do the walkin let your fingers do the walkin......,black flag
"Note: There are several different versions of this song, this is one of themYour Jealous again No, she's just a friend Why can't I do anything without being yelled at?Always on the phone Never leave me alone! Why don't you tell me what the fuck you want from me!Chorus- Say I'll Neva gonna leave ya no, I'll never leave ya not the end no, it's not the endI won't beat you up I won't push you around Cause if i do the cops will get me for doing it!I wanna go and have some fun Go where the action is Who the hell are you to tell me who my friends are!ChorussoloChorusYour jealous again Your jealous again Your Jealous again And again and again!",black flag
"Got myself in trouble really burst their bubble my head is going schizo i might embrace or kick you the nights are bright to dim me self-righteous attitudes won't amend me I've tasted life, it sends me only freedom can defend me(no matter what they say no matter what they do it's all up to you)I got myself a cripple(?) when i stepped outside didn't kick the circle 'cause it's just a lot of jive I've got my dreams, I won't work for the man whether it's wearing a suit, (?) his game plan(no matter what they say no matter what they do it's all up to you)(no matter what they say no matter what they do it's all up to you)I walk downtown where everybody goes leave me alone, I won't step on your toes I've got my plans, and they don't include walking down the street in anybody else's shoesGot myself in trouble really burst their bubble my head is going schizo i might embrace or kick you the nights are bright to dim me self-righteous attitudes won't amend me I've tasted life, it sends me only freedom can defend me(no matter what they say no matter what they do it's all up to you)",black flag
"I've heard it before I don't want to hear it again I've heard it before I just want to shut you upFuck all you people who can't see my side I've got my own strategies for my life I've seen the emptiness in your ways Don't tell me how to make my wayI've heard it before I don't want to hear it again I've heard it before I just want to shut you upPressure rising pressure falling almost everyday Going clear outta my mind Oh god another day Don't forget you socks don't forget your shoes Mamas little baby, fuck noI've heard it before I don't want to hear it again I've heard it before I just want to shut you upFuck all you people who can't see my side I've got my own strategies for my life I've seen the emptiness in your ways Don't tell me how to make my wayI've heard it before",black flag
I hear voices when no one's around Silent voices that no one can see I hear voices that don't make a sound The distant calling that calls out to meFeels so nice and hopeless when I'm rotting in your arms In my head In my head   side of my head The bullets are bright it's kept in the dark (? )   dark They crawl in my face and won't leave me aloneFeels so nice and hopeless when I'm burning through your skull In my head In my head I want to be that bullet that goes ripping through your brain In my head In my headI  (? ) light I  (? ) side of my skull When i(? ) alone Someone was laughing and pointing at meFeels so nice and hopeless when I'm rotting in your arms In my head In my head I want to be that bullet that goes ripping through your brain In my head In my head(? )  I want to be that bullet that goes ripping through your skull In my head In my headSometimes fables(? ) Are different than mine They always come over when no one's around Strangers(? ) side of my head (? )  millions of (? )   shot in the darkFeels so nice and hopeless when I'm rotting in your arms In my head In my head I want to be that bullet that goes ripping through your skull In my head In my headI hear voices when no one's around Silent voices that no one can see I hear voices that don't make a sound The distant calling that calls out to meFeels so nice and hopeless when I'm rotting in your arms In my head In my head I want to be that bullet that goes ripping through your skull In my head In my headSometimes(? ) They(? ) When(? ) (? ) dark (? ) and won't leave me aloneFeels so nice and hopeless when I'm burning in your womb In my head In my head I want to be that bullet that goes ripping through your skull In my head In my head,black flag
"I can't go to work The boss is a jerk I ain't got time for this school The fuckers are fools I'm going to...explode I've had it!I lie around with the TV on I don't do nothin', I just hang around Waitin' for your call But I don't know where to fall I'm going to...explode I've had it!It's no use I can't take no more abuse I'm tired of the fuckin' lines I'm losing my mind I'm going to...explode I've had it!Killin' all your dreams Really who remembers? I play guitar for my car And I won't get very far I'm going to...explode",black flag
