,lyrics,artist,genre
10,I had forgiven you for tricking me again. But I have been tricked again into forgiving you. What is this? Are you some kind of hypnotist? Waving your powers around. The sun eclipse behind the cloud. I thought I recognized your face amongst all of those strangers. But I am stranger now amongst all of the recognized. What is this? Are you some kind of hypnotist? Waving your powers around. The sun eclipse behind the cloud.,flaming lips,indie
11,"You're sorta stuck where you are But, in your dreams you can buy expensive cars, or live on mars and have it your wayAnd you hate your boss at your job well in your dreams you can blow his head off in your dreams show no mercyAnd all your bad days will end And all your bad days will end You have to sleep late when you can And all your bad days will end (repeat)",flaming lips,indie
12,Come on... Don't be afraid... If everyone... There'd be nothing...Nothing... Nothing... Nothing... Nothing left...Put your... If it becomes... Throw it up... Or give it...Give it... Give it... Give it... Give it...So come on... Don't be afraid... If everyone... There'd be nothing...Nothing... Nothing... Nothing... Nothing left...Shut it off!,flaming lips,indie
13,"hey what were ya thinkin when they were startin the show yeah, i was there but i didn't care at all i was tryin to find you when you gost lost in the crowd cus i'm drunk all the time i like your helium voiceCHORUS there was a guy in the seat next to mine watchin the girls when the cops made us stand in lineyea, so if its sad well you still gotta live till ya die man, everyone's chewin the apple you got in your eyeit like at the circus when you get lost in the crowd your happy but nervous definite sign that you lost itCHORUS",flaming lips,indie
14,"I've heard about a place, where they enlarge yer space Don't cost ya very much, they seem to know their stuff, they take pity on the small ones...So I wanna go to Brainville. Let's get in And overcome my inexperience I wanna go to Brainville. Let's get in And be the first one on the block that does.They say it's the one thing everyone should have I know it must look bad.I know I need the help they'd take me I can tell four fingers and a toenail...I wanna go to Brainville. Let's get in And overcome my inexperience I wanna go to Brainville. Let's get in And be the first on the block that does. Da Da Da Da Da Da Da Da Da Da",flaming lips,indie
15,"(Autopsy of the Devil's Brain)You have to be joking They wouldn't do what you said Oh, my vision is blurred againYou have to be kiddin' me They wouldn't do those unspeakable things Oh, my Jesus It's worse than you thinkStood here in the morning Got no science to explain Seems to me that God and the devil Are both the sameYou have to be lyin' They wouldn't do what you told me about Oh, my vision is blurred again (2x)",flaming lips,indie
16,"As logic stands you couldn't meet a man Who's from the future But logic broke as he appeared he spoke About the Future ""We're not gonna make it"" He explained how the end will come - you and me were never meant to be part of the future - All we have is now - All we've ever had was now All we have is now All we'll ever have is nowI noticed that he had a watch and hat That looked familiar He was me - from a dimension torn free Of the future ""We're not gonna make it"" He explained how the end will come - You and me were never meant to be part of the future - All we have is now - All we've ever had was now All we have is now All we'll ever have is now -All we have is now -",flaming lips,indie
17,Her name is Yoshimi - she's a black belt in karate Working for the city - she has to discipline her body - Cause she knows that it's demanding to defeat these Evil machines - I know she can beat them -Oh Yoshimi They don't believe me But you won't let those Robots defeat me Oh Yoshimi They don't believe me But you won't let those Robots eat meThose evil natured robots - they're programmed to Destroy us - She's gotta be strong to fight them - So she's taking lots of vitamins - cause she knows that It'd be tragic if those evil robots win - I know She can beat them,flaming lips,indie
18,"I just don't want them to say, ""Oh, it's a beautiful day."" Let's just not talk about the gloom. Let's all go die in my living-room.I want to be a movie-star, And play the part of a man from outer-space. When we meet, I'll fall in love with you. And we have sex, but I don't know what to do (what to do).I want to hear some band play, A song that sounds just like you look. And when they play, I'll follow them around, Cause all I'd do is stare at the sound.I'd just stare at the sound. I'd just stare at the sound. I'd just go. Come on. Hey. What?All that I know is my mind is blown. When I'm with you.When I'm with you. x5 When I'm...",flaming lips,indie
19,My love must be a kind of blind love I can't see anyone but you Sha bop sha bopAre the stars out tonight I don't know if it's cloudy or bright I only have eyes for you dearThe moon may be high But I can't see a thing in the sky I only have eyes for youI don't know if we're in a garden Or on a crowded avenueYou are here and so am I Maybe millions of people go by But they all dissappear from view And I only have eyes for you,flaming lips,indie
20,"It's like I never had to see it in your eyes or feel it I could tell when you smile. It's like I didn't need to say anything or do much, I could tell when you smile All of the subatomic pieces come together and unfold themselves in a second... every single molecule is right, when all of the subatomic pieces come together and unfold themselves in a second.",flaming lips,indie
21,"When I walk with you, I feel weird. When I talk with you, I feel weird. When I'm standing here, I feel strange. When you're standing near, I feel strange.All that I know is my mind is blown. When I'm with you.When I'm with you. x5 When I'm...When you're touching me, I feel great. When I'm touching you, hallucinate. When I'm standing here, I feel strange. When you're standing near, I feel strange.All that I know is my mind is blown. When I'm with you.When I'm with you. x5 When I'm...",flaming lips,indie
22,"What is the light That you have Shining all around you? Is it chemically derived?Cause if it's natural Something glowing from inside Shining all around you It's potential has arrivedLooking into space, it surrounds you Love is the place that you're drawn to Looking into space, it surrounds you Love is the face that you're drawn toWhat is the light That you have Shining all around you? Is it chemically derived?",flaming lips,indie
23,Asked you a question I didn't need you to reply Is it gettin' heavy? But they'll realize Is it gettin' heavy? Well I thought it was already as heavy As can beIs it overwhelming To use a crane to crush a fly? It's a good time for Superman To lift the sun into the sky'Cause it's gettin' heavy Well I thought it was already as heavy As can beTell everybody Waitin' for Superman That they should try to hold on Best they can He hasn't dropped them Forgot them Or anything It's just too heavy for Superman to liftIs it gettin' heavy? Well I thought it was already as heavy as can be.Tell everybody Waitin' for Superman That they should try to hold on Best they can He hasn't dropped them Forgot them Or anything It's just too heavy for Superman to lift,flaming lips,indie
24,"I see trees of green, red roses too I see 'em bloom for me and you And I think to myself, what a wonderful worldI see skies of blue, clouds of white The bright blessed days, and dark sacred nights And I think to myself, what a wonderful worldThe colors of the rainbow Are so pretty in the sky It's also on the faces Of people goin' by I see friends shakin' hands Sayin', ""How do you do?"" Fairies sayin', ""I love you.""I hear babies cry, and I watch 'em grow They'll learn much more than I'll ever know And I think to myself, what a wonderful world I think to myself, what a wonderful world",flaming lips,indie
25,"Who knows maybe there isn't a vein of stars callin' out my name they'll glow from above our heads nothin' there to see you down on your knees 25, 26, 27 back from the future maybe there aint no heaven there's just you and me maybe that's all whose left & if there aint no heaven maybe there aint no hellwho knows maybe there isn't a vein of stars callin' out my name who knows maybe there isn't a vein of stars callin' out my name who knows who knowswho knows who knowscallin' out my name who knows who knowscallin' out my name",flaming lips,indie
26,While you are away My heart comes undone Slowly unravels In a ball of yarn The devil collects it With a grin Our love In a ball of yarn He'll never return it So when you come back We'll have to make new love,flaming lips,indie
27,"I'm gazing at faces Staring blankly at me I suppose it's just a sign of the times They tell me tomorrow will never arrive But I've seen it end a million timesI lost my direction while dodging the flak Oh give me a hint or something Now they can erase us At the flick of a switch How long will they wait No! There must be something wrong boysObnoxious actions Obnoxious results Teachers who refuse to be taught Distorted pictures And dizzy, dizzy people Rush by me at the speed of thoughtSitting at tables And throwing the scraps For Christ's' sake leave them something Now they can erase us At the flick of a switch Will they hesitate No! There must be something wrong boys They're dragging me downEden There's no Eden, anyway.They're dragging me down You either swim or you drown",flaming lips,indie
28,"In this bogus town we ain't got nothing to do. Everybody's pretty cool, hate to stoop. Thinking they're great, some new kind of drug. They got their wires pulled out, tell ya man they're unplugged. They're unplugged.Everybody here is a mental case. Their eyes are staring out into space. Try to talk to them and I really get burned. Nobody's home, I tell ya man they're unplugged. They're unplugged.There's too many dumb-fucks. Man, it really sucks. Spending all their bucks. They're all unplugged, in their heads. Come on. In their heads.Sick!",flaming lips,indie
29,"Seeing the unseeable, Filling down the void We're not what we used to be We're not really boysScreaming till our lungs are full Kicking down the teeth We're not what we used to be We're just paranoidUnconsciously screaming And whispering at everything she brings",flaming lips,indie
30,Stuck in the perpetual motion Dying against the machine The whole thing leaves You a nothing instead of a these The sun is black and the black halos fly And your number is backwards again when you try The sound is so cute when you're 22 When you're 22Eggs break when you walk on the scramble You're living against the machine The whole thing leaves You a nothing instead of a these The bone is cracked and the cracked eggshells fly And your number is backwards again when you drive The whole thing's removed when you're 22 When you're 22,flaming lips,indie
31,Wondering at the scope of my experience Cautious so not to be cold Caught up in the comfort of what I once was Lost in all the brand new possibilities Oh to be In the middle Out beyond the pull of the past Just before the future comes Hoping for the rush of some experience That could elevate meUp above the daily hum Up above the daily hum Up above the daily hum Up above the daily humWhen is this moment over When does the next one begin? Out beyond the pull of the past Just before the future comes Hoping for the rush of some experience That could elevate meUp above the daily hum Up above the daily hum Up above the daily hum Up above the daily hum,flaming lips,indie
32,"This is the last song ever written About trains and brains and rain. Ain't it a sin?For these good lyrics, I have no fears. They've all got roles and plots and gears, They have for years.Train is running around in my brains. Rain is flowing around in my veins. Tears are running down my face, For the last stupid song.Let's get on board This scattered brain. Folks drunk as poets all sound the same, But don't be afraid.For this surprise, If he was with us, Is that we played this track for you, And please some tears.Train is running around in my brains. Rain iss flowing around in my veins. Tears are running down my face, For the last stupid song.",flaming lips,indie
33,"I saw this bird fly off his head without him ever lookin up this here giraffe was never caught complainin he wouldn't take skin off yer back.And ya hear yerself thinkin and ya hear yerself thinking this here giraffe, laughedI saw this man stick out his neck with his binoculars intact He couldn't tell the right side of his brain Had just lost all interest in his left... And ya feel yourself shrinkin And ya feel yourself shrinkin this here giraffe, laughed this here giraffe, laughed And ya hear yourself And ya hear yourself",flaming lips,indie
34,(Jesus Song No. 7)There you are And you stand in the rain And the rain fills your brain And it makes you think that God Was fucked up when he made this townThere you stand With your bleedin' hands And you don't understand Why you work so goddamn hard To be anything at allThere you are And you drive in your car And you wish for the stars And you end up face down in the road Dead as fuck,flaming lips,indie
35,"They never called me up to the tower, we gave it to them, they had the power, and power is the thing that made you take off from me... We trained hard for the mission, all floating over, though we're in zero gravity, it pulled us closer.  We were once off to the planets, inside our space suits. Now I'm left here on the landing, the rockets flame boost, and it's leaving without me, and you go off to the sky. Good-bye. Good-bye. Look as the clouds burst, they're growing taller,  as your ship leaves in the distance my world gets smaller, and it takes you worlds away, a million light years from me... Oh, Oh, Oh",flaming lips,indie
36,If you could blow up the world with the flick of a switch Would you do it? If you could make everybody poor just so you could be rich Would you do it? If you could watch everybody work while you just lay on your back Would you do it? If you could take all the love without giving any back Would you do it? And so we cannot know ourselves or what we'd really do...With all your power With all your power With all your power What would you do?If you could make your own money and then give it to everybody Would you do it? If you knew all the answers and could give it to the masses Would you do it? No No No No No No Are you crazy? It's a very dangerous thing to do exactly what you want... Because you cannot know yourself or what you'd really do...With all your power With all your power With all your power What would you do?,flaming lips,indie
37,She's starting to live her life From the inside out The sound of failure calls her name She's decided to hear it outSo go tell Britney and go tell Gwen She's not tryin' to go against all them 'Cause she's too scared and she can't pretend To understand where it begins or ends Or what it means to be dead It's just a sound going through your head Let them go onStanding there in the graveyard While the moon sprays its fireworks in your hair the sound of failure calls her name She's decided to hear it outSo go tell Britney and go tell Gwen She's not tryin' to go against all them 'Cause she's too scared and she can't pretend To understand where it begins or ends Or what it means to be dead It's just a sound going through your head Let them go on Where it begins or ends Or what it's like to be dead It's just a sound going through your head Let it go on,flaming lips,indie
38,If you could blow up the world with the flick of a switch Would you do it? If you could make everyobody poor just so you could be rich Would you do it? If you could watch everybody work while you just lay on your back Would you do it? If you could take all the love without fiving any back Would you do it? And so we cannot know ourselves or what we'd really do...With all your power With all your power With all your power What would you do?If you could make your own money and then give it to everybody Would you do it? If you knew all the answers and could give it to the masses Would you do it? No no no no no no are you crazy? It's a very dangerous thing to do exactly what you want Because you cannot know yourself or what you'd really doWith all your power With all your power With all your power What would you do?,flaming lips,indie
39,"When you got that spider bite on your hand I thought we would have to break up the band To lose your arm would surely upset your brain The poison then could reach your heart from a veinI was glad that it didn't destroy you How sad that would be Cause if it destroyed you It would destroy meWhen you had that accident in your car That whole thing just really seemed too bizarre Dodging holes and telephone poles through the dash A million to one that you would survive such a crashI was glad that it didn't destroy you How sad that would be Cause if it destroyed you It would destroy meWhen you fell in love, it was so sweet So devoted, completely swept off your feet Love is the greatest thing a heart can know But the hole that it leaves in its absence can make you feel so lowAnd I was glad that it didn't destroy you How sad that would be Cause if it destroyed you It would destroy me",flaming lips,indie
40,"I accidentally touched my head And noticed that I had been bleeding For how long I didn't know What was this, I thought, that struck me? What kind of weapons have they got? The softest bullet ever shotI stood up and I said, yeah! I stood up and I said, yeah! I stood up and I said, hey! Yeah!From this moment on Blaring like a trumpet Coming from above us and somewhere below The confidence of knowing Descending to relieve us of the struggle To believe it's soI stood up and I said, yeah! I stood up and I said, yeah! I stood up and I said, hey! Yeah!And it seemed to cause a chain reaction It had momentum, it was gaining traction It was all the rage, it was all the fashion The outreached hands had resigned themselves To holding onto something that they never had And that's too bad 'Cause in reality there was no reactionI accidentally touched my head And noticed that I had been bleeding For how long I didn't know",flaming lips,indie
41,"The Supreme Being Teaches Spider-Man How to Be in LoveThe first round goes, we go to blows, I'm the Spider-Man nobody knows, But the spider conceals the truth. The spectums raise your ringside days, I've been in love with you for a million days, But the fighter conceals his wounds.I'm in love with you but I fight the urge. Muhammad Ali makes a third round surge, And the audience can see the truth. His punches land I can hardly stand, I've got the power of a spider but the heart of a man, But the power is in the truth.Honesty can kill the spider, Muhammad Ali feels the same, The audience can give you power, And I hear them call my name (Here comes the Spider-Man), Hear them call my name (Does whatever a spider can). I hear them call my name (Here comes the Spider-Man), Hear them call my name (Does whatever a spider can).At the seventh round you make a sound, Muhammad Ali only knocks me down, He whispered to tell the truth. I say 'I'm in love with you' at the knock out count, The audience cheers as the champ wins out, But now you know the truth.Honesty can kill the fighter. Muhammad Ali knows the same. Honestly the truth is power, And I hear you call my name (Here comes the Spider-Man), Hear you call my name (Does whatever a spider can). I hear you call my name (Here comes the Spider-Man), Hear you call my name (Does whatever a spider can). I hear you call my name (Here comes the Spider-Man), Hear you call my name (Does whatever a spider can).I hear you call my name, Hear you call my name.",flaming lips,indie
42,I think the state of mind that I'm in We should drop it right now Well you've got yourself to blame If you need these sunny days And all those plans that I made They're all changed by the end of the day 'Cause God fucked up when he made us 'Cause he made us so we could hate us And the world could end in a second,flaming lips,indie
43,"Is that gash in your leg Really why you have stopped? Cause I've noticed all the others Though they're gashed, they're still going Cause I feel like the real reason That you're quitting, that you're admitting That you've lost all the will to battle onWill the fight for our sanity Be the fight of our lives? Now that we've lost all the reasons That we thought that we hadStill the battle that we're in Rages on till the end With explosions, wounds are open Sights and smells, eyes and noses But the thought that went unspoken Was understanding that you're broken Still the last volunteer battles onBattles on Battles on",flaming lips,indie
44,"Well, it's midnight in a liquor store In Texas on Halloween Salvador Dali watches From his window in a dream Jesus is a rock star who destroys all he sees Godzilla is a cowboy Who is dressed up as a queen She isn't as depressed as she used to be Come on over here, my dear Well, I hold my head real still So I can't see very far They got all these Vietnamese Heads stuffed into jars They got all these things That make them look like they're way in They use polythene plastics On their bods instead of skin If I had someone to talk to I wouldn't mind so much But it takes so long to get there Can't remember where I was And I wouldn't mind to talk to you Even if I could The ceiling is bendin' on my telephone Everything's gettin' weird And my skin falls from my bones",flaming lips,indie
45,"Well it took some time cause its a lot God, it's a bunch It's such a big, old, black golden buzzAnd yeah it took some help with lots of machines, the experts could tell with their equipment pushed to the max...And sure it seems easy now but I tell you what We were perplexed finding the needle in the needle's disguiseAnd now that it's conceived, the station has all settled down, and I'm sort of relieved, and I'm getting over it now...",flaming lips,indie
46,I want to thank you You've been the meaning of life for me Now I can see the real me Feelings I couldn't bear All the things I wouldn't dare Times I thought no one cared Then I looked at you You were thereSometimes I think this has all been a dream But I wake up to find that it's not what it seems in my mind It's all mineFeelings I couldn't bear All the things I wouldn't dare Times I thought no one cared Then I looked at you You were therePeople don't know what the songs are about They just sing them out like they mean Something we never thought about,flaming lips,indie
47,"(Everyone Wants to Live Forever) Imagination, that's the way that it seems Man can't only live in his dreams Oh, it seems so hard. If I'd lived a thousand times before And if I'm gonna live anymore Always brings me down Everyone wants to live forever Thinkin' that it'd be a lot better Everyone wants to live for ever, whoah The feeling in my head starts heading south It seems it stops the fever from shootin' out of my mouth Life gushing all around Everyone wants to live forever Thinkin' that it'd be a lot better Everyone wants to live forever, whoah",flaming lips,indie
48,"put your face up to the window tell me all about your ""gay folks"" it feels better when you in it if your nervous use the pay phoneput your face where we can see it put it on a show on cable you can really show it all there turn it on when you are able(CHORUS) turn it on turn it on and all the way up turn it on in your houses when you wake up turn it on when you ain't got no relation to all those other stations turn it onput your life into a bubble we can pick you up on radar ""hit "" a satelite with feeling give the people what they paid forCHORUS CHORUS CHORUS CHORUS",flaming lips,indie
49,"Yeah, 'cause when I drive in my car We put heads in jars So take me please, take me to Mars I wanna go where they are (2x) I wanna goYeah, and if I'm lost, well I don't care 'cause I walk on endless stairs You say it's me, I think it's you Who can blame us for thinkin' the way we do 'cause we don't care what we are (2x)Take me please, take me to Mars (3x) Take me to Mars (5x)",flaming lips,indie
50,"I'm gonna raise a fuss I'm gonna raise a holler About workin' all summer Just-a trying to earn a dollar Every time I call my baby And ask her to date My boss says ""Uh duh son you gotta work late"" Sometimes I wonder What I'm-a gonna do But there ain't no cure For the summertime bluesWell my mama papa told me ""Son, you gotta make some money"" If you wanna use the car To go ridin' next Sunday Well, I didn't go to work So my pa said I was sick ""You can't use the car 'Cuz you didn't work a lick"" Sometimes I wonder what l'm-a gonna do But there ain't no cure for the summertime bluesI'm going to take your wish Gonna have a fine vacation l'm gonna take my problem Through the United Nations Well I called my congressman And he said to woe ""l'd like to help you son But you're too young to vote"" Sometimes I wonder what l'm-a gonna do But there ain't no cure For the summertime blues",flaming lips,indie
51,"Putting all the vegetables away, That you bought at the grocery store today, And it goes fast, You think of the past,Suddenly everything has changed,Driving home the sky accelerates, And the clouds all form a geometric shape, And it goes fast, You think of the past,Suddenly everything has changed,Putting all the clothes you washed away, As you're folding up the shirts you hesitate, Then it goes fast, Think of the past,Suddenly everything has changed",flaming lips,indie
52,Ten men stand in line At the gates of the cemetery on Tuesday morning They're not open today And ten moms stand in line At maternity ward They're not bringin' no babies out to play Anytime todayWhat's a nice girl like you doin' Walkin' around this part of town? See you sometime tomorrowAnd ten men stand in line Waitin' for some personality to be put out on the corner Today ain't garbage day Ain't no grabage taken today,flaming lips,indie
53,"As I walk through This wicked world Searchin' for light in the darkness of insanity. I ask myself Is all hope lost? Is there only pain and hatred, and misery?And each time I feel like this inside, There's one thing I wanna know: What's so funny 'bout peace love & understanding? Ohhhh What's so funny 'bout peace love & understanding?And as I walked on Through troubled times My spirit gets so downhearted sometimes So where are the strong And who are the trusted? And where is the harmony? Sweet harmony.'Cause each time I feel it slippin' away, just makes me wanna cry. What's so funny 'bout peace love & understanding? Ohhhh What's so funny 'bout peace love & understanding?So where are the strong? And who are the trusted? And where is the harmony? Sweet harmony.'Cause each time I feel it slippin' away, just makes me wanna cry. What's so funny 'bout peace love & understanding? Ohhhh What's so funny 'bout peace love & understanding? Ohhhh What's so funny 'bout peace love & understanding?",flaming lips,indie
54,"It's all a waste of time again She used to mow the lawn She always wasted everyone She always turned me on Now she's turned a kind That isn't so much in demand And all us vegetables Can waste our time on someone else She had a cool invisible Dog that she called Paul We'd always sit around her house Watchin' her feed the dog Now she's got a man Who don't like dogs, who just likes cars She's just got a job 'cause times got hard, so Paul is gone Now she's turned a kind That isn't so much in demand All us vegetables Can waste our time on someone else It's all a waste of time again (4x)",flaming lips,indie
55,I remember the first time You said you loved me I waited all weekend You never called me So you find him attractive So what if he is You'd like some excitement You could count his same kiss So it goes On and on My love grows And yours is gone A lonely existence Well it's just a lie If there is a reason I'd like to know why Something I want you to know I've told you this once before Don't want you to see him no more Once again You've let me down Broke my heart And turned me round There's a light in the darkness It doesn't seem far Is something the matter ??? ajar The plane goes down Will not land Pilot's dead Nowhere to be found,flaming lips,indie
56,it's raining in my head but no tears come down and i'm dreaming of you until sleep comes around sleep comes down sleep comes down sleep comes down sleep comes down the orchestra's playing it's so very loud and i'm biting my nails until sleep comes around sleep comes down sleep comes down sleep comes down sleep comes down the clouds are all running but no tears come down and i'm thinking of you until sleep comes around sleep comes down sleep comes down sleep comes down sleep comes down,flaming lips,indie
57,"(Jesus Song No. 5) Waitin' for my ride Jesus is floatin' outside (Shine on, sweet Jesus, on me) Watchin' the water rise I'm gettin' lost in the tide (Cry all your teardrops on me) While I'm still myself, Your blankets covered me Covered me while I was still asleepWatchin' the planets shine Reflecting yourself in the sky (Shine on, sweet Jesus, on me) Scraping these smiles of mine Impossible one at a time (Cry all your teardrops on me) While I'm still myself, Your blankets covered me Covered me while I was still asleepJesus is at my side, Wondering what he will find (Shine on, sweet Jesus, on me) Watchin' the water rise I'm gettin' lost in the tide (Cry all your teardrops on me) While I'm still myself Your blankets covered me Covered me while I was still asleep",flaming lips,indie
58,"I'm gonna fight 'em off A seven nation army couldn't hold me back They're gonna rip it off Taking their time right behind my back And I'm talking to myself at night Because I can't forget Back and forth through my mind Behind a cigarette And the message coming from my eyes Says leave it aloneDon't want to hear about it Every single one's got a story to tell Everyone knows about it From the Queen of England to the hounds of hell And if I catch it coming back my way I'm gonna serve it to you And that ain't what you want to hear, But that's what I'll do And the feeling coming from my bones Says find a homeI'm going to Wichita Far from this opera for evermore I'm gonna work the straw Make the sweat drip out of every pore And I'm bleeding, and I'm bleeding, and I'm bleeding Right before the lord All the words are gonna bleed from me And I will think no more And the stains coming from my blood Tell me go back home",flaming lips,indie
59,"She is death, All of the time. She is death, All of the days.She is death, And I can't leave From her trap.She is death, All of the time. She is death, All of the days.She is death. And I can't leave From her trap.",flaming lips,indie
60,"It's all a waste of time again She used to mow the lawn She always wasted everyone She always turned me onNow she's turned a kind That isn't so much in demand And all us vegetables Can waste our time on someone elseShe had a cool invisible Dog that she called Paul We'd always sit around her house Watchin' her feed the dogNow she's got a man Who don't like dogs, who just likes cars She's just got a job 'cause times got hard, so Paul is goneNow she's turned a kind That isn't so much in demand All us vegetables Can waste our time on someone elseIt's all a waste of time again (4x)",flaming lips,indie
61,"Betty came by on her way Said she had a word to say About things today And fallen leaves.Said she hadn't heard the news Hadn't had the time to choose A way to lose But she believes.Going to see the river man Going to tell him all i can About the plan For lilac time.If he tells me all he knows About the way his river flows And all night shows In summertime.Betty said she prayed today For the sky to blow away Or maybe stay She wasn't sure.For when she thought of summer rain Calling for her mind again She lost the pain And stayed for more.Going to see the river man Going to tell him all i can About the ban On feeling free.If he tells me all he knows About the way his river flows I don't suppose It's meant for me.Oh, how they come and go Oh, how they come and go",flaming lips,indie
62,"The daylight rips at my naked thoughts A hundred miles an hour But I'm still lost right now We think we know just who we are But sometimes I think we've gone too farRight now ... right nowIn my head all my engines die And it's scraping pieces out of the sky right now Once I thought I had figured it out In dream I knew what it was all aboutMy life and times are lyin' on the floor I ain't never walkin' through there no more And I'm walking down this highway I don't know the year, I don't know the day",flaming lips,indie
63,"I'm draggin' everybody down But being healthy's just a big drag anyway I'm startin' to reconsider things I'm gonna live like a trucker without his uppers every dayMe and mom sit and talk all night about Peace and love and politics And the millionaires we'll be somedayMy momma told me something once She told me something, I forget what it was Ronny Van Zandt's ghost lives inside of me But he just sits there I don't know what he doesI'm leaving everything behind Except my mind and my valentine if I got time Gonna go to some redneck town where They hold class in the middle of the night If my school had burned to the ground I would've gotten smarter sooner And you know that's right.",flaming lips,indie
64,Two scientists were racing For the good of all mankind Both of the side by side So Determined Locked in heated battle For the cure that is their prize But it's so dangerous But they're determinedTheirs is to win If it kills them They're just humans With wives and childrenUpwards to the vanguard Where the pressure is too high Under the microscope Hope against hopeForging for the future But to sarcrifice their lives Both of them side by side So determinedTheirs is to win If it kills them They're just humans With wives and childrenTheirs is to win It will kill them They're just humans With wives and children,flaming lips,indie
