lyrics,artist
"Have I ever told you How good it feels to hold you It isn't easy to explainAnd though I'm really trying I think I may start crying My heart can't wait another day When you touch me I just gottaBaby I love you Baby I love you Baby I love youC'mon baby n-n-n-n-nowI can't live without you I love everything about you I can't help it if I feel this wayOh, I'm so glad I found you I want my arms around you I love to hear you call my name Tell me baby that you feel the sameBaby I love you Baby I love you Baby I love youC'mon baby n-n-n-n-now(music)My heart can't wait another day When you touch me I just gottaBaby I love you         } Baby I love you         } Baby I love you         }repeat to fade } C'mon baby n-n-n-n-now  }",ramones
"Anxiety, anxiety, keeps me happy. Anxiety, anxiety, keeps me happy. Always stiff, all day long. Nothing's right till it's all wrong. It makes no sense until I'm tense. Always laughing at your expense.Anxiety, anxiety, keeps me happy. Anxiety, anxiety, keeps me happy. Always biting on my nails. Always stiff, it never fails. Now I think I'll pick my nose, wipe it on my sweaty clothes.Anxiety, anxiety, keeps me happy. Anxiety, anxiety, keeps me happy. Always screamin' at someone. Got a temper like a gun. Hair trigger personality. Anxiety, anxiety, keeps me hap-happy. (bridge)And I'm crazy, zrazy, crazy in a crazy world. I'm crazy, zrazy, crazy in a crazy world. I'm crazy, zrazy, crazy in a crazy world. I'm crazy, zrazy, crazy in a crazy world.A-N-X-I-E-T-Y A-N-X-I-E-T-Y Anxiety keeps me high, cross my heart and hope to die. ANXIETY ANXIETY ANXIETY ANXIETY",ramones
"She says she's babysitting tonight She says come over, it's alright On the couch with my special one But don't tell me what we won't have fun On the couch with my special one But don't tell me what we won't have fun She says she's babysitting tonight She says come over, it's alright Yeah, ya know we'll have the TV on Aren't we glad that the folks are gone Yeah, ya know we'll have the TV on Aren't we glad that the folks are gone She went to see if the kids were asleep She says they're quiet expect for one little creep We can't start kissing and I'll tell you why We can't start kissing 'cause the kid's a little spy She says she's babysitting tonight She says come over, it's alright She says she's babysitting tonight She says come over, it's alright Allright",ramones
"I saw her walking down the street he jumped down, he knocked her off her feet and then I knew it was the end of herHe's gonna kill that girl He's gonna kill that girl He's gonna kill that girl tonightWhen I saw her walking down the street my heart stood still and skipped A beat then he knocked her on the floor but he wanted just a little bit moreHe's gonna kill that girl He's gonna kill that girl He's gonna kill that girl tonightWhen I saw her walking down the street my heart stood still and skipped A beat then he knocked her on the floor but he wanted just a little bit moreI saw her lying on the street he jumped down, he knocked her off her feet that's when I knew it was the end of herHe's gonna kill that girl He's gonna kill that girl He's gonna kill that girl tonightWhen I saw her walking down the street my heart stood still and skipped A beat then he knocked her on the floor but he wanted just a little bit more",ramones
"He's go so many problems You can count them one by one He's a filthy, stupid apeman He never has any fun He lives in the jungle in a cave by a hill Plays an old loud drum He's primitive, barely humanApeman hop, apeman hopPaint the face of a demon, glowing by the fire light Hoppin' like an elephant Thunderin' like me tonight He's the world's worst recycler The iceman comes a lot He's the devil's apprentice He's a prehistoric manApeman hop, apeman hopAt night he's gonna sacrifice his beloved apeman girl Tie her to the alter, pull out her heart and eat her fleshApeman hop, apeman hop, apeman hop, apeman hop",ramones
Gonna kill and destroy I'm not an animal boy Why don't they understand I'm not an ape manDon't have brain damage I'm not an a wild savage Don't push me around Don't bring my head downI'm not an imbecile Don't treat me like an animal I'm not a creature in the zoo Don't tell me what to doYou don't know what it's like You don't know how i feel I don't have a monkey's brain I'm not an animalYou can't lock me in a cage This ain't the Stone Age Better get out of my way Someone's gonna have to payAnimal boy Animal boy Animal boy Animal boy,ramones
"Night falls I fall and where were you and where were you warm skin, wolf grin and where were youI fell into the moon and it covered you in blue I fell into the moon can I make it right can I spend the nighthigh tide, inside the air is dew and where were you wild eyed, I died and where were youI crawled out of the world when you said I shouldn't start I crawled out of the world can I make it right can I spend the night alone",ramones
"It landed in a field in Idaho Where it came from, I don't know It did not look like it came from Japan And out of the dark walked a strange manIf you think it's a pack of lies, I saw it happen with my own eyes A million miles from the milky way A hundred years, a month, and a dayZero Zero UFO Zero Zero UFO(When media writes) the neon lights Spaceship travels at the speed of light A million stars in the sky I here the Queen's on the alien's sideIf you think it's a pack of lies, I saw it happen with my own eyes A million miles from the milky way A hundred years, a month, and a day HeyZero Zero UFO Zero Zero UFO Zero Zero UFO Zero Zero UFO Hey",ramones
Well I can't understand Anything about you Help you if I can What can I doHere's your new home That's where you must be In the institution 'Cause you're so lazyBut if you must act up Again & again 'Cause everybody knows You're a hopeless problemHere's your new home That's where you must be In the institution 'Cause you're so lazyYou sound like you're sick You look like your sick too You sound like you're sickBut if you must act upYou sound like you're sickWell I can't understand Anything about youYou sound like you're sick You look like you're sick too You sound like you're sick You sound like you're sick You look like you're sick too Well you sound like you're sick You sound like you're sick,ramones
Skies were cloudy everyday nothing wanted to grow We had our last chance I think I told you so Every dinner was crummy nothing was on T.V. I was ready to pack it up our heads were so acheyYou didn't mean anything to me You didn't mean anything to meWe got to get away another lawn to mow We had our last chance I think I told you so Every dinner was crummy even the ones for free I was ready to pack it up forget the agonyYou didn't mean anything to me You didn't mean anything to meEverybody was cranky even the maids were mean We ran into a miracle there was beer in the soda Machine every dinner was crummy even the ones for Free I was ready to pack it up forget the agonyYou didn't mean anything to me You didn't mean anything to me You didn't mean anything to me You didn't mean anything to me,ramones
"Yea, yea there's a girl I know Yea, yea well I love her so Well she's a little of this a little of that She makes my heart go flippity flap Oh baby baby I just love her so Yea, yea well she's the most The coolest chick on the whole East Coast She makes my heart spin like a tilt-a-whirl Yea, yea, yea she's my kind of girl Whoa baby I just love her so We could go to a drive-in It doesn't matter ya know She's the kind of girl that I love so Yea, yea when she holds me close Yea, yea well she's the most Well she's a little of this a little of that She makes my heart go flippity flap Oh baby baby I just love her so We could go down to E street It doesn't matter ya know She's the kind of girl that I love so Yea, yea there's a girl I know Yea, yea well I love her so Well she's a little of this a little of that She makes my heart go flippity flap Oh baby baby I just love her so",ramones
"Mama, where's your little daughter? she's here, right here on the altarYou should never have opened that door now you're never gonna see her no moreYou don't know what I can do with this axe chop off your head so you better relax[REPEAT ALL ONCE]",ramones
"A Koo Koo Koo I don't care about you no more A Koo Koo Koo I don't care about you no more You used to make me happy but what'd ya do?You better go now I think you better go now, baby I don't want you hanging around my door No, I don't wanna see you your face no more, yeah You used to make me the happiest guy in this worldI thought we made a bargain I thought we made a deal I thought it was the two of us I thought that's maybe how you'd feel I thought we'd last forever I thought we had a plan I thought it was the two of us I thought maybe that you'd understandYou used to make me happy but what'd ya do",ramones
"I'm a worm man I'm fed up There's no hope I wanna puke I want some dirtI'm a w-w-w-worm man.Gonna crawl in a hole nobody's my friend I'm no good to anyone I want some dirtI'm a w-w-w-worm manWell all right, well all right Well all right, well all right Well all right, well all right Well all right...hey!I'm no good to anyone nobody's my friend I'll never be happy I hate myself I wish I was dead I wish I was dead I I wish I was dead",ramones
"Hey hey hey why is it always this way? Hey hey hey why is it always this way? Last time I saw her alive she was wavin', wavin' bye bye She was contemplating suicide now she's lying in a bottle of formaldehyde And oh, I just don't know why I can't let her go oh I just don't know Hey hey hey why is it always this way? Hey hey hey why is it always this way? Last time I saw her alive she was going to the wash and dry She was outside hitchin' a ride now she's lying in a bottle of formaldehyde And oh, I just don't know why I can't let her go oh I just don't know Hey hey hey why is it always this way? Hey hey hey why is it always this way? Hey hey hey why is it always this way? Hey hey hey why is it always this way?",ramones
"I know your name I know your game Sweet Mary Jane you're quite insaneAnd all you ever want to be is like the other girls you see And all you ever want to be is like the other girls you see, Oh yeah Oh yeah Oh yeahI know your name I know your game Sweet Mary Jane you're quite insaneI know your name I know your game Sweet Mary Jane you're quite insaneAnd all you ever want to be is like the other girls you see And all you ever want to be is like the other girls you see, Oh yeah Oh yeah Oh yeah Oh yeah",ramones
"The rooms were so much colder then My father was a soldier then And times were very hard When I was young When I was youngI smoked my first cigarette at ten And for girls I had a that yen And I had quite a ball When I was youngWhen I was young it was more important Pain more painful and laughter much louder, yeah When I was young When I was youngI met my first love at thirteen She was brown, and I was pretty green And I learned quite a lot When I was young When I was youngWhen I was young it was more important Pain more painful and laughter much louder, yeah When I was young When I was youngMy faith was so much stronger then I believed in fellow men And I was so much older then When I was young When I was young When I was young...",ramones
Twenty four hours ago no one could help me I'm alone in life no where to goSo I picked up the phone called out for help Some one please help me I'm afraid and aloneWeasel face Weasel face Weasel faceIt's way past midnight T.V. set is on It's my only friend one crisis after anotherAin't no loser or quitter it's all or nothing baby 'Cause we fought so hard for our piece of this worldWeasel face Weasel face Weasel face,ramones
"I see trees of green,red roses too. I see them bloom for me and you. and I say to myself what a wonderful world.I see skies of blue and clouds of white. The bright sunny days,the dark sacred nights, and I say to myself what a wonderful world.The colors of the rainbow are so pretty in the sky. Are also on the faces of people walking by. I see friends shaking hands sayin' ""how do you do?"". They're really saying ""I love you"".I see babies cry,I watch them grow, they'll learn much more than I'll ever know. And I think to myself what a wonderful world.Yes I think to myself what a wonderful world. And I think to myself what a wonderful world.",ramones
We're a happy family we're a happy family we're a happy family me mom and daddyWe're a happy family we're a happy family we're a happy family me mom and daddySitting here in Queens eating refried beans we're in all the magazines gulpin' down thorazines we ain't got no friends our troubles never end no Christmas cards to send daddy likes menDaddy's telling lies baby's eating flies mommy's on pills baby's got the chills I'm friends with the president I'm friends with the pope we're all making a fortune selling daddy's dopeSitting here in Queens eating refried beans we're in all the magazines gulpin' down thorazines we ain't got no friends our troubles never end no Christmas cards to send daddy likes menWe're a happy family we're a happy family we're a happy family me mom and daddyWe're a happy family we're a happy family we're a happy family me mom and daddy...,ramones
"Wart, Wart Hog Wart, Wart Hog Wart, Wart Hog WartI shot some dope, I feel so sick It's a sick world, sick, sick, sick Drugs and bitches and junkies and fags Artificial phonies I hate it, hate itSick, sick, sick, it's the price I pay It's a sick world, what can I say? (Bullshit scum, they're all ingrates) They steal, they cheat, they take take takeWart, Wart Hog Wart, Wart Hog Wart, Wart Hog WartI wanna puke, I can't sit still (There's sex and drugs in a nightmare world) It's a sick world, sick, sick, sick It's a hopeless life, I hate it, hate itIt's the drugs and the lies and the ripoff bet? Drugs and bitches and commies and queers Artificial phonies, I hate it, hate itWart, Wart Hog Wart, Wart Hog Wart, Wart Hog Wart, Wart HogWart, Wart Hog Wart, Wart Hog Wart, Wart Hog Wart, Wart HogWart, Wart Hog Wart, Wart Hog Wart, Wart Hog Wart, Wart Hog",ramones
"9 to 5 and 5 to 9 Ain't gonna take it It's our time We want the world and we want it now We're gonna take it anyhowWe want the airwaves We want the airwaves We want the airwaves, baby If rock is gonna stay alive(2x) Oh yeah-well alright Let's rock-tonight All nightWhere's your guts and will to survive And don't you wanna keep rock'n'roll music alive Mr.Programmer I got my hammer And I'm gonna Smash my Smash my RadioWe want the airwaves We want the airwaves We want the airwaves, baby If rock is gonna stay alive(2x) Oh yeah-well alright Let's rock-tonight All nightWe want the airwaves airwaves We want the airwaves airwaves We want the airwaves airwaves We want the airwaves airwaves We want the airwaves, baby",ramones
I am a tu tu tu tu tu tu tu tu tough tough guy I tell no tales I do no lieI am a tu tu tu tu tu tu tu tu tough tough guy Halo round my head too tough to dieMain attraction ia a freak side show Down in the basement where the cobwebs grow On my last leg just gettin' by Halo round my head to tough to dieRainy days rain cool wine I'll scratch your back if you scratch mine hot sweat on my face I feel like going' out someplaceUp late at night my chocolate sweet Down at the gym where the muscle boys meet I am a very nice guy very sincere In real good shape I have no fearAt the concert when the band comes on I am in the ring where belong On my last leg just gettin' by Halo round my head too tough to die,ramones
"come here now little baby come here now little girl you look, look so sad you can have anything in this world why don't you go shoppin' go to the botique, buy yourself something sexy yer just on an unlucky streetunhappy girl, unhappy girl, unhappy girl c'mon and cheer upwhy don't you put on some music put on your favorite song why don't you start dancin' you'll forget your troubles before dawnunhappy girl, unhappy girl, unhappy girl c'mon and cheer upwhy don't you pop the top now open up a comic book call a boy on the phone now, there's no reason to be aloneunhappy girl, unhappy girl, unhappy girl c'mon and cheer upunhappy girl, unhappy girl, unhappy girl c'mon and cheer up",ramones
"Well, we've been to London and we've been to L.A. Spain, New Zealand, and the U.S.A. Europe, Japan, and Pango-Pango Canada, Siam, Oz and KamotoThe kids all come from miles around The party gets started when the sun goes down A Holiday Inn's the only home I knowRock-n-roll's alive 'cause we got the power baby Crusing down the highway at 500 miles an hour babyWe got a fuel-injected tour bus, man it really flies With a video tape deck insideLet's go, rock-n-roll, everybody c'mon Let's go, rock-n-roll, everybody c'mon nowTouring, touring, is never boring Touring, touring, is never boring Touring, touring, is never boring Touring, touring, oh baby, touring Especially with your favorite girl Touring, touring, all around the worldWell we've been around this great big world And we've met all kinds of guys and girls From Kamoto Islands to Rockaway Beach No, it's not hard, not far to reachAmerican girls knock me out, ya know Fast cars, cold beer, and rock-n-roll America is the only home I knowLet's go Let's go Let's go Let's go 500 miles to Mexico Let's go Let's go Let's go Let's go 200 miles to Tokyo Let's go Let's go Let's go Let's goDrive, drive, drive the night away Straight on through to the break of day Drive, drive, drive the night away Well, it's in your blood, it's in your bloodTouring, touring, is never boring Touring, touring, is never boring Touring, touring, is never boring Touring, touring, oh baby, touring Especially with your favorite girl now Touring touring, all around the world Touring touring, all around the world Touring touring, all around the world",ramones
"Infatuation, she's a fatal attraction Hang around, screw up my mind I hope I've seen her for the very last timeDanger's intriguing, but I don't want to die Got to leave this psycho behind I hope I've seen her for the very last timeAnd I can't wait 'til tomorrow I can't wait another day I can't wait 'til tomorrow Tomorrow she goes away - ay, hayOver my shoulder, I keep looking back I feel a presence following me So I know I'll never be freeAnd I can't wait 'til tomorrow I can't wait another day I can't wait 'til tomorrow Tomorrow she goes away - ay, hayOver my shoulder, I keep looking back I feel a presence following me So I know I'll never be freeAnd I can't wait 'til tomorrow I can't wait another day I can't wait 'til tomorrow Tomorrow she goes away - ay, hay",ramones
"one-two-three-four I'm a shock trooper in a stupor yes I am I'm a Nazi schatze y'know I fight for fatherlandI'm a shock trooper in a stupor yes I am I'm a Nazi schatze y'know I fight for fatherlandLittle German boy Being pushed around Little German boy In a German townI'm a shock trooper in a stupor yes I am I'm a Nazi schatze y'know I fight for fatherlandI'm a shock trooper in a stupor yes I am I'm a Nazi schatze y'know I fight for fatherlandLittle German boy Being pushed around Little German boy In a German towneins-zwei-drei-vierToday your love, tomorrow the world Today your love, tomorrow the world Today your love, tomorrow the world Today your love, tomorrow the world Today your love, tomorrow the world",ramones
"I'm sick to death I'm a nervous wreck This business is killing me you know This business is killing me you know It's really killing me yeahI'm sick to death I'm a nervous wreck This business is killing me you know This business is killing me you know It's really killing me yeahOh-no oh-no oh-no Oh-no oh-no oh-no Oh-no oh-no oh-no Oh-no hoThis business is killing me and so they sayRun around, run around love giving you The run around it really makes you crazy Run around, run around love giving you The run aroundOh-no oh-no oh-no oh-no Oh-no oh-no oh-no oh-no Oh-no oh-no oh-no oh-no Oh-no oh-no oh-no oh-noThis business is killing me and so they say hey, heyYou work, you work you write all night Until the early morning lightCan't please all the people all the time all the People all the time But they don't please meWell I can't take it no more no I'cant take it no moreRun around, run around Run around, run aroundWee I can't take it no more no I can't take it",ramones
"I'm gonna brag about it I'm gonna stay in school I'm gonna rob and steal gonna break every ruleI'm a time bomb, baby I'm a time bomb, baby I'm a time bomb, baby I'm a time bomb, babyI'm gonna brag about it gonna kill my mom and dad I won't be sad about it 'cause they treat me so badI'm a time bomb, baby I'm a time bomb, baby I'm a time bomb, baby I'm a time bomb, babyI gotta chance to tell you off and I'm gonna use it Well everybody, everywhere you can all go to hellI'm gonna brag about it I flunked, I didn't pass I'm gonna brag about it gonna kick somebody's assI'm a time bomb, baby I'm a time bomb, baby I'm a time bomb, baby I'm a time bomb, baby",ramones
"Time has come today young hearts can go Their way can't put it off another day I don't care what others say they say we Don't listen anyway time has come today, heyThe room has changed today I have no place to stay I'm thinking about the subway my love has blown away My tears have come and gone oh, Lord I got to run I got no home no, I have no homeNow the time has come nowhere (place) to run Might get burned up by the sun but I'll have my fun I've been loved, pushed (put) aside I've been crushed By tumbling tide and my soul has been psychedelicizedNow the time has come there are things to realize Time has come today Time has come today",ramones
"I had no advantage over you. There was troubles and I had 'em too. Just 'cause you're so stung out. Don't mean it can't work out.Ba-ba-banana, this ain't havana. Do you like bananas, ba-ba-bananas.Say you're a victim of society. You ask them for your mercy. Just like the cats in the garbage cans. When's their time coming, man.You better offer some resistance. You better give up on my insistence. Things happen overnight. You don't give up without a fight.Ba-ba-banana, this ain't havana. Do yo like bananas, ba-ba-bananas.You say you're poor and uneducated. You ain't gotta chance 'cause you're hated. You're on your way to life's promotion. You hinder it with emotion.Ba-ba-banana, this ain't havana. Do yo like bananas, ba-ba-bananas.",ramones
"There's a new sun Risin' up angry in the sky And there's a new voice Sayin' ""we're not afraid to die"" Let the old world make believe It's blind and deaf and dumb But nothing can change the shape of things to comeThere are changes Lyin' ahead in every road And there are new thoughts Ready and waiting to explode When tomorrow is today The bells may toll for some But nothing can change the shape of things to comeThe future's comin' in, now Sweet and strong Ain't no-one gonna hold it back for longThere are new dreams Crowdin' out old realities There's revolution Sweepin' in like a fresh new breeze Let the old world make believe It's blind and deaf and dumb (But) nothing can change the shape of things [4X]To come",ramones
"Jackie is a punk, Judy is a runt. They went down to the Mudd Club. And they both got drunk. Oh-yeah.Jackie is a bookie, Judy's taking loans. They both came up to New York. Just to see the Ramones. Oh-yeah.And oh, I don't know why she wrote that letter. Oh no, oh no. Oh I don't know why, We won't forget her oh no.Jackie's playing hooky, Judy's playing pool. They both got caught for cutting. Got to go to summer school. Oh-yeah.Jackie's scalping tickets. Judy's getting harassed. They both got kicked outside. Didn't have a backstage pass. Oh-yeah.And oh, I don't know why she wrote that letter. Oh no, oh no. Oh I don't know why, Don't know what's on her mind. I don't know, no, I don't know.But, I can't stand to see her cryin' She's still cryin', she ain't tryin'. She's going to get left behind. Nobody wants you, nobody wants you.",ramones
"She went away for the holidays Said she's going to L.A. but she never got there She never got there She never got there, they sayShe went away for the holidays Said she's going to L.A. but she never got there She never got there She never got there, they sayThe KKK took my baby away they took her away away from me The KKK took my baby away they took her away away from meHEY, HO, HEY, HO,I don't know Where my baby can be they took her from me they took her from meI don't know where my baby can be they took her from me they took her from mering me, ring me, ring me up the President and find out Where my baby went ring me, ring me, ring me up the FBI and find out if my baby's aliveyeah, yeah, yeah o-o-o-o-o-o yeah, yeah, yeah o-o-o-o-o-oShe went away for the holidays Said she's going to L.A. but she never got there She never got there She never got there, they sayShe went away for the holidays Said she's going to L.A. but she never got there She never got there She never got there, they sayThe KKK took my baby away they took her away away from meThe KKK took my baby away they took her away away from meThe KKK took my baby away they took her away away from meThe KKK took my baby away They took my girl They took my baby away",ramones
"Out of the bed at 6:15 In a rush and you can't think Gotta catch the bus and train I'm in a rush feelin' insaneI can't take this crazy pace I've become a mental case Yeah, this is the job that ate my brainGo to work, it's such a drag Face the boss, he's such a nag In a suit and in a tie I look so lame I wanna dieI can't take this crazy pace I've become a mental case Yeah, this is the job that ate my brainI can't take this crazy pace I've become a mental case Yeah, this is the job that ate my brainI punch the clock at 9:05 I know I'm late, but still alive Everyone just stares at me I'm last in line for prosperityI can't take this crazy pace I've become a mental case Yeah, this is the job that ate my brainFive o'clock rolls around I feel so glad I kiss the ground Ain't enought hours in the day There's go to be a better wayI can't take this crazy pace I've become a mental case Yeah, this is the job that ate my brainI can't take this crazy pace I've become a mental case Yeah, this is the job that ate my brain",ramones
"Chorus: Its the guy who blew a whore he caught his weeny in the door he laid her on the hardwood floor bought a condom at a nearby store Its the guy who blew a whore its the guy who blew a whoreVerse: Wackin his willy, driving people silly grabbin his jelly, rubbin peoples belly lookin for another way out tonight causin a ruccuss, always out to fuck ass showin off his buttcrack, walkin on the traintrack drivin on a one way laneChorus: Its the guy who blew a whore he caught his weeny in the door he laid her on the hardwood floor bought a condom at a nearby store Its the guy who blew a whore its the guy who blew a whoreVerse: Wackin his willy, driving people silly grabbin his jelly, rubbin peoples belly lookin for another way out tonight causin a ruccuss, always out to fuck ass showin off his buttcrack, walkin on the traintrack drivin on a one way laneChorus: Its the guy who blew a whore he caught his weeny in the door he laid her on the hardwood floor bought a condom at a nearby store Its the guy who blew a whore its the guy who blew a whoreBridge: I never met a man with such little dignity He was a sicko boy and he grabbed her big tittyChorus: Its the guy who blew a whore he caught his weeny in the door he laid her on the hardwood floor bought a condom at a nearby store Its the guy who blew a whore its the guy who blew a whoreIts the guy who blew a whore Its the guy who blew a whore Its the guy who blew a whore Its the guy who blew a whore",ramones
"ÿLobotomy, lobotomy, lobotomy, lobotomy! DDT did a job on me Now I am a real sickie Guess I'll have to break the news That I got no mind to lose. All the girls are in love with me I'm a teenage lobotomy.Slugs and snails are after me DDT keeps me happy Now I guess I'll have to tell 'em That I got no cerebellum. Gonna get my Ph.D. I'm a teenage lobotomy.REPEAT",ramones
Ooo-whee do it one more time for me Can't stop Stop that girl There she goes again I really really love to watch her Watch her headbangin' Suzy is a headbanger Her mother is a geek Do it one more time for me Ooo-ooo-whee! Headbanging Headbanging....!,ramones
