,lyrics,artist,genre
17,"Tu es faible, tu es fourbe, tu es fou Tu es froid, tu es faux, tu t'en fous Evelyne, je t'en pris, Evelyne, dis pas &ccedil;a Evelyne, tu m'as aim&eacute;, ouvres moi Tu es vil, tu es veule, tu es vain Tu es vieux, tu es vide, tu n'es rien Evelyne, tu es injuste, Evelyne tu as tort Evelyne, tu vois tu m'aimes encore Tu es faible, tu es fourbe, tu es fou Tu es froid, tu es faux, tu t'en fous Evelyne, tu es injuste, Evelyne tu as tort Evelyne, tu vois tu m'aimes encore",blonde redhead,indie
18,Sciuri Sciura Sciuri Sciura Doolie on their way x2I am alright You are hoax We are oxymoronYou are on fever Supersticion Please don't tell you moreSciuri Sciura Sciuri Sciura Doolie on their way x2,blonde redhead,indie
19,"Father don't you go Let's just take a walk in the afternoon ... look at me Mother don't you know You can only see me through a clouded sphere ... look at me Walk out on a limb leaning on a cloud that isn't still reveals Looking down a cliff it isn't fun it's communicating fearSay what you say, say it like a cat Say it to my face and say what you know every one says Say what you say, say it like a cat Say it to my face and say what you know every one saysFather don't you know You have made me into a quiet man ... look at me Mother don't you go You are a long way away from me ... look at meI see you as you see me ... look at me Change your heart cause I am already spoken for Change your heart cause I am already spoken forSay what you say, say it like a cat Say it to my face and say what you know every one says Say what you say, say it like a cat Say it to my face and say what you know every one says",blonde redhead,indie
20,I turn to you young man poet insane for you I find myself alone too soontoday you are in my way 18 a promising age the sweetest act of life repeated till I bledCHORUS: a place in the world an expression no salt no fear caoutiously with you on detention i submit and you smileunknown and uninvited as for me my life today young man insane you are i pray i pray to you..i pray i am here alone with you and one plus one the sunCHORUS,blonde redhead,indie
21,"K: ""What? Do you want me? What are you waiting? Love was ill and no...no...no!!""""Say...what your name is and say...what's the magic? Kill your sad expressions Nobody should touch what's in your heart!!""A: ""What I'm trying to sell isn't all the same. And what is every side? Sensual? and would be in distance It's just a genuine need for an average man you and I nothing more than love what I love""There's someone watching youK: ""Love all your sad expenses just a little more will you ever live it? will you ever know?""What? Do you want me? What are you waiting? Love was ill and no...no...no!!""A: ""What I'm trying to sell isn't all the same. And what is every side? Sensual? and would be in distance It's just a genuine need for an average man you and I nothing more than love what I love""There's someone watching you",blonde redhead,indie
22,"Dearest Jane I should've known better But I couldn't say hello, I didn't know why But now I think, I think you were sad Yes you were, you were, you wereWhat I say, I say only to you Cause I love and I love only you Dearest Jane, I want to give you a dream That no one has given youRemember when we found misery We watched her, watched her spread her wings And slowly fly around our room And she asked for your gentle mindMisery is a butterfly Her heavy wings will warp your mind With her small ugly face And her long antenna And her black and pink heavy wingsRemember when we found misery We watched her, watched her spread her wings And slowly fly around our room And she asked for your gentle mind",blonde redhead,indie
23,"Crawl, crawl as a child Move like a man Pushing like a father Pulling like a friend Whatever it takes forever it seems But despite of all that all is wellSexing like stone Hot as the sand Entering a life Exiting with a man Whatever it takes forever it seems But despite of all that all is wellSometimes i spin around for days Skip and chase and say Forget about tomorrow Until i realize This valid and logic motion Is what keeps me from moving I don't understandRunning running on tracks With feet on the ground It will only slow me down And which way the wind blows I run like a man ready to go anywhereWhen i am so timid You'll be my words When i am most effective You act like a stone Whatever it takes forever it seems But despite of all that all is well",blonde redhead,indie
24,"I've lost my key I've gone too far Was it enough to make you sick ? Maybe I live again, but would I lose again my virginity ? Oh, my virginityI'm shaped to get in your way But in the end We defend our decadence You never wept like that Whatever lost I won't forget about you Oh, forget about youIt's not what I said, it's what you said It's what you did did that belongs to everyone It's not what I hate, it's what you hate Its decadence belongs to everyoneOne day I lie next to you and you stroke my impure hair",blonde redhead,indie
25,Stay still do be still No wonder you are always lost If a messenger you must be known Then with messages you must return To be seen by demanding hands And touches of jealous men Invisible and forgivable To all their secret handsBe it so be quick Don't run just walk and walk and walk Don't loose yourself to decorate Somewhere on your wall Cause somewhere in your mind You know you are doing fine Holding secret hair locks You'll pluck before you hideSo how can I keep anything to myself So how can I keep any of these to myself So how can I keep anything to myself Behind those clouds I'm almost home,blonde redhead,indie
26,Abstract in your arms as long as you invade all my time as long as only you will hunger for my luv not any other luv surround me all around me as long as you make me colour me and you musn't pretend ? a number for my luv not any other luv * twice the time you act all wrong fetish sober hole I'm wise colour of your neck eyes soaked why you all day long or possess nothing else belong to no one hurt no one else as long as you hold on and hunger for my luv not any other luv missile me puncture me as long as you weave me into your day as long as remain,blonde redhead,indie
27,"maybe again he will be alone guess we're equally damaged find your name do it all the same equally signal when you can't breathe no moresay you were me then you could see the view you know we are equally damaged don't be a fool, make it easier you'll learn to say when signal if you cant say, ""no more""ahhah hoh ahhah hohoh, don't cross your finger (3x) Sundays will never change they keep on coming you'll be a freak and i'll keep you company",blonde redhead,indie
28,I just want some problem into solution ??? This incurable fascination would be totally beaten up I just want someone to slap me right in the mouth Did you ever get cursed to while you're walking down the street?I just want some... ??? Cradle with fascination I would be totally beaten up ??? I just want someone to slap me right in the mouth Did you ever get cursed to while you're walking down the street?Please me by a door Bare feet I ??? PLease me by time? Bare feet I ??? I will... return NOW!!!It's a smell that drives them cause of you they are not fascinated by my eyes it's a smell that drives them wild they are not fascinated by my eyes,blonde redhead,indie
29,At magic mountain Nobody sings today Nobody speaks today Close my eyes And hope to see Weeks go by like a day In a lowlandI live here on magic mountain No one leaves magic mountainAt magic mountain Nothing changes Everything stays the same Cross my heart And hope to live All the time With a little feverI stay here on magic mountain No one leaves magic?My heart can hear you sing My heart can see you speak But I never make it in the flatlands I must stay on magic mountain,blonde redhead,indie
30,you will move with me we will stay still and words will move around us. surround us in gold and in our world we will be silent.you will swim to me we will be free and words will move around us swim around us surround us in schools and in our cool we'll be reminded.that you refuse to fade away i hide to stay the same where do we go from here i don't know.for me you flower to be chosen i fall down to be noticed where do we go from here i don't know.it was a time a way of life the only secrets we talked about were all the fears in all these years we spent together,blonde redhead,indie
31,Sure you can look back If it means moving on And you can take me back But you must come home We are both a in maddening cloudAnd you can touch me there Just don't leave me alone And you can call me softly When I dream and ask for more You can slow and fold and mold my mindAnd she said I can't feel my toes And she must be alone And far too coldAnd he stares Like he doesn't see He must be scared And far too lostUnder and over We must have glanced Face to face We've had to dance We're both in a maddening cloudSure you can step back If it means moving on And you take me back But you must be alone You can choke and smoke and rock my mind,blonde redhead,indie
32,"I want you too shy one time one two slow kid and kiss one line get ahead get inside i was wrong yes or no king of skills rubber man kazualityi want you to shout one shout one down slow dance to the host with ambition learn to learn open wide when we meet when we please get attacked get inside kazualityone down one crown no shame like a fire timeless fire that burns me to you, you to me old love new idea",blonde redhead,indie
33,"Je suis sur le dos. J' &eacute;coute la musique. Sans confiance et catastrophique. J'ai du me dire c'est juste de la musique. &ccedil;a m'&eacute;pate, mais c'est comme &ccedil;a.Y'a quelqu'un ? Peux-tu me r&eacute;pondre ? Peur de quoi ? Jamais tu ne sauras.Tout le monde est vraiment tr&egrave;s chiant. Personne ne sera jamais assez bon.Un endroit s&ucirc;r, je peux imaginer. Un nouveau type serait trop cruel. Incurable paranoiac. Hyst&eacute;rique d&eacute;pression.x xx Alex I'm your only friend. x xx Alex your love will sing for you.",blonde redhead,indie
34,"Tell me why talk to lie, tell me why tell me why Oh you were gonna run with me Tell me why talk to lie, tell me why, tell me why Oh you were gonna run with me Show you how, show you how, show you how when to stop Oh you were gonna run with meRoland takes the sea, but he goes without me Roland takes the trip, but he goes without me Roland makes the move, but he goes without meTell me why, tell me why, tell me why you're the one Oh you were gonna run with me Walk you through, walk you through, I walk you through my story Oh you were gonna run with meRoland takes the sea, but he goes without me Roland takes the trip but he goes without me Roland makes the move, but he goes without meHe goes without me Roland takes the sea but he goes without me Roland takes the trip but he went without me Roland, he goes without me Roland, he goes without me Roland ...",blonde redhead,indie
35,"I don't want you I don't need you I wanna know... I wanna know how it'd feel without a single confrontationI don't want you I don't need you I wanna know... I wanna know how it'd feel without a single confrontationI say, you're good Guide you, got you by maybe, way out wish you Why could we be to be all?I don't want you I don't need you I wanna know how you feel in a confrontation",blonde redhead,indie
36,Anything that loose would cancel itself anything that loose would fall off my bed I know that ? but I couldn't change it. I made up my mind and changed my mind made up my mind and change it absence is good empty is reassuring absence presence submit to nothing I've made up my mind and changed my mind I've made up my mind and changed it absence is good empty is reassuring positive negative submit to nothing in an expression of the inexpressible I'm deceitful I'm dreadful I'm lazy I'm vain and vile our rendevous was run down,blonde redhead,indie
37,"Segreto scusa se mi son scordata. Segreto segreti che &eacute; destino dimenticar. Tormentata di essere stata. Cosi scortese che cosi &eacute; stato. Le bugie vittime della verita. La mia colpa &eacute; tutta qua. Mi son sbagliata. Cosi &eacute;.Dovunque, ognicosa tutto quel che hai mai sfirato. Scavere non servira. E semplice si sa. Eri triste sapendomi sola. Cosi triste che sei scappato. Incolpavi solo me quando gia sapevi che. Non voleva dire niente - E cosi &eacute;No io non capisco e lo so. No io pronunciario non so. Sono affari tuoi. Solo insicurezze. Non c'&eacute; modo di parlane. Tientelo per te.",blonde redhead,indie
38,"Secret, so sorry, but I forgot Secret, secret, we are bound to forget I was worried I might be rude to you So worried that I was It's a lie to serve the truth And I'm still guilty Oh, I missed So be it Everywhere, everything you ever touch Cutting it won't do it There's nothing to it You were sorry that I was alone So sorry you ran away Putting it on me, but you already knew it Oh, it was never meant to be So be it I can't understand this at all I can't pronounce this at all These are different matters These are uncertain feelings These should never be discussed So keep it to yourself Oh, I missed So be it Everywhere, everything you ever touch Cutting it won't do it There's nothing to it You were sorry that I was alone So sorry you ran away Putting it on my, but you already knew it Oh it was never meant to be So be it I can't understand this at all I can't pronounce this at all These are different matters These are uncertain feelings These should never be discussed So keep them to yourself",blonde redhead,indie
39,Cool Skin I sweat I like blue I like red Do you like me?Rit: Boy Teen On sky I kiss you loud I kiss you soft My kiss is wound Surround you baby Enjoy ... Can't take awayGirl Skin Black sweat (??) I like blue I like red Do you like me?Rit.,blonde redhead,indie
40,Tell me how you seek your man And tell me all your secret spells Tell me how you learn To tell by his voice that he fellI know a ghost will walk through walls Yet I am just a man still learning how to fallTry to re-imagine me And I'll re-invent myself Still I remember scenes Of when you looked at someone elseI know a ghost can walk through the wall Yet I am just a man still learning how to fallWhen you start doubting me Then I start to doubt myself And never look through me Cause I'll keep close to myselfI know a ghost can walk through the wall Yet I am just a man still learning how to fallI am what I am And what I am is who I am I know what I know And all I know is that I fell If only I could walk through walls Then maybe I would tell who I was Yet I am just a man still learning how to fall,blonde redhead,indie
41,Allow me to show you!!! The way which I adore you!!!Sometimes I think I must Just let you be a horse All I want is to be a rider To be part of youAfraid so afraid To loose you If someone looks at you Turn into donkey Pretend you are lameEquus by nature Timid creature Ready to run away Equus by nature Timid creature Cares nothing For the plans they madeI will hide you Will protect you Won't let anyone Take you away,blonde redhead,indie
42,"Maybe again he will be alone Guess we're equally damaged Find your name do it all the same equally Signal when you can't breathe no moreSay you were me then you could see the view You'll know we are equally damaged Don't be a fool, make it easier You'll learn to say when Signal if you can't say, ""no more""Don't cross your finger Sundays will never change They keep on coming You'll be a freak And I'll keep you company",blonde redhead,indie
43,"Maybe again he will be alone Guess we're equally damaged Find your name do it all the same equally Signal when you can't breathe no moreSay you were me then you could see the view You'll know we are equally damaged Don't be a fool, make it easier You'll learn to say when Signal if you can't say, ""no more""Don't cross your finger Sundays will never change They keep on coming You'll be a freak And I'll keep you company",blonde redhead,indie
44,"maybe I guess he will be alone 'cause we are equally damaged find your name do all the same, equally signal when you can't breathe no moresay you were me then you could see the view you know we are equally damaged don't be a fool make it easier you learn to say when signal if you can't say no moreah ha ha ha haoh don't cross your fingers sundays will never change they keep on comin' you'll be a freak and I'll keep you company",blonde redhead,indie
45,Angel I can see myself in your eyes Angel won't you feel for me from your heart Do return my heart to me No don't insist I'm already hurtElephant girl It was an accident unfortunate Angel threw me like a rubber man Aiming for the ground Why amuse yourself in such way No don't insist I'm already hurtLay me down on the ground softly softly Don't remove my head hurts much too muchYou never return it Well I wouldn't miss it I shed no tears for broken me You never know it my peace of mind Now inside and outside are matchingWhy amuse yourself in such way No don't insist I'm already hurt If you never return it Will it break your wings Will you shed no tear for broken me,blonde redhead,indie
46,your fault my fault i now forget your life my lies wouldn't be the last i dive into plastic events apartment full of evidencewhat's false to you was not false to me your time my time it all gets to me you fake your name for reentry imagine greater sini want to live on the 5th story i like to feel the thrill of day pretend you're meaner pretend you're busy too long for a promise a show to start...ahanother song just another way to tear awayyour fault my fault i now forget your life my lies wouldn't be the last i dive into plastic events apartment full of evidencei want to live on the 5th story i like to feel the thrill of day pretend you're meaner pretend you're busy too long for a promise the end to stare at i know i know i want to reach like i've never... i wait i know i'll wait but i never...i never...was another song just another way I get away,blonde redhead,indie
47,"Looking everywhere, I see nothing but people Looking everywhere, but I see nothing but people Where have they gone? I always thought I could never leave them They are calling me, but they don't know I can't stay all night longHey, Dr Strangeluv so sad, isn't it true ? (You left without goodbye) Hey, Dr Strangeluv so bad, isn't it true ? (You left without goodbye)Looking everywhere, keep my fire going Cold look in their eyes, cold air in their hearts They are calling me, I always thought I could save them all They are calling me, they don't know I can't stay all night longHey, Dr Strangeluv so sad, isn't it true ? (You left without goodbye) Hey, Dr Strangeluv so bad, isn't it true ? (You left without goodbye)Looking everywhere, keep my fire going",blonde redhead,indie
48,"Smaller, smaller he's so still which one is gonna make it make it to the madness You are right for me protect me from what I want I'm trying not to repeat myself Down Under Down Under Down Under Down Under Smaller, smaller he's so stick which one is gonna make it make it to the madness Since I'm far from you I did know, I didn't know I want to keep myself to myself Now, I know Now I know Down Under Down Under Down Under Down Under Down Under Down Under",blonde redhead,indie
49,Mine is an act of love Mine is a wish to solve And mine is to sink by your side You are to be amused And you are never to be confused In your first love Your first time Why a doll so they tell me Cause she is mine Faith and fully mine I must say This love hasn't changed me Cause I feel fine Faith and fully mineI must have seen too much skin Much more than I needed to And much more than I wanted to dream I must have felt so much pain It's funny how some things do remain It isn't true that things do change Isn't it strange how pain remains But don't look sad cause it isn't sad Now that I have you to myself,blonde redhead,indie
50,"If you insist on situations that make you cry it's not real it can be fear it's in your eyes it can be here the complications affect your mindMistake? One more A fewer days A fewer time Astro Boy??? ??? I want you I want your house I kiss you I I was always there I was there I was alone I was small it was real it's so true I can feel, you can feel IHow mere How mere How mere How mereIf I insist on situations that make you cry it's not real it can be fear it's in your eyes it can be here the complications affect your mindJust take one more A fewer days A fewer time",blonde redhead,indie
51,"Anticipate and evaluate What he thought And what I thought before You're broken like me Like me beforeDark place is your place I take dark drive to your place You're staring me You're staring with your inside eyesKnowing you, knowing me We're deeply sorry You're broken maybe babyMaybe it didn't happen Maybe all of this would go away And if we're ever young again He'll anticipate We'll evaluate",blonde redhead,indie
52,"Everybody knows him he is a pleaser Nothing else than just a teaser Teaser of his own faint smileYes and how he is so amusing Smiling can be so consuming And so strange to explainOh I know how I think I might Have known of you somehow and What your name wasLke another man in many ways he is not Like life itself a mystery or two Hey Mr. Pleaser can you smile for meYes and how many times he hasn't Spoken just to please not to displease Please her if you pleaseOh I know how his life resembles Yours and you somehow are like him. I see I have been too good for you You know he is like me Pleasing you and now, and now all You do is wish I was more and more like him If so would you consider keeping me closer I know, I know if I was ...He turns his head and doesn't see you But when he does he looks and greets you how are you and good luck !!And so I call myself a pleaser This time sitting on a secret One secret now everybody knows",blonde redhead,indie
53,Am I? Am I to be paid? But I have to? Could I try to? Do I have to? ..I still get rocks offAm I? Am I to be plain? But I need to? Could I get to? Do I have to? I'll be alright ..I still get rocks offand it's so inviting the world phrases song and it's so inspiring that it might be all wrong that I can seem to be alone so long as you are goneAm I? Am I to be blamed? But I need to? Do I have to? Could I get to? I'll be almost good ..I still get rocks offand it's so inviting the world phrases song and it's so inspiring that it might be all wrong that I can seem to be alone so long as you are goneaahhh Long gone Now I know I know how to callYou wantAm I? Am I to be blamed? But I need to? Do I have to? Could I get to? I'll be almost good ..I still get rocks offand it's so inviting the world phrases song and it's so inspiring that it might be all wrong that I can seem to be alone so long as you are gone,blonde redhead,indie
54,"Silently, I wish to sail into your port, I am your sailor Quietly, I drop my weight into your sea, I drop my anchor I sway in your waves, I sing in your sleep I stay till I'm in your lifeI realize now you're not to be blamed my love You didn't choose your name my love You never crossed the seven seas I realize now you're not to be blamed my love You didn't choose your name my love You never crossed the seven seasOh, sweet creature I know exactly how you feel Your clock is ticking, tick tack tick tack Your heart is beating tum tum tum tum tumSilently, I wish to sail into your port, I am your sailor Quietly, I drop my weight into your sea, I drop my anchorI realize now you're not to be blamed at all You didn't choose your name my love You die a little in my arm I realize now you're not to be blamed at all You didn't choose your name my love We never crossed the seven seas I realize now you die a little in my arm Before you even taste my love We never crossed the seven seas I realize now you re not to be blamed at all You didn't choose your name my love You die a little in my arm I realize now",blonde redhead,indie
55,"2323 seconds, all things we love will die 23 magic, if you can change your lifeYour tainted heart, my tainted love, repent now How many times ? As long as you live, how many times ? The world will go aroundHe was a friend of mine, he was a son of god ... he was a son of a gun23 seconds, in you I see a chance 23 magic, if you change the name of loveYour crazy heart, my crazy love, repent now How many times ? As long as you wish How many times ? The world will go around How many times ? As long as you want How many times ? The world will go aroundHe was a friend of mine, he was a son of a gun ... he was a son of god23",blonde redhead,indie
1,"wanna ask but I just stare can I run my hands through your carwash hair (2x) drillin a hole with my soul in the sand diggin for gold for the whore, in the bed catchin a ride with a band I sat in the back of the van they tried to make me understand that if I'm not in a band, doesn't mean I'm square and if I am well then I don't care wanna ask? (2x) number two has got me confused hope I'll always be numbers one and three (2x) wanna ask? (2x) drillin a hole with my soul in the sand diggin for gold for the whore, in the bed catchin a ride from a band I sat in the back of the van they tried to make me understand that if I'm not in a band, doesn't mean I'm square and if I am well then I don't care wanna ask? (2x) what the hell but I don't care you can run your hands through my carwash hair wanna ask but I just stare can I run my hands through your carwash hair (3x)",mercury rev,indie
2,"And where we go from here, is anybody's guess, These thoughts I've got inside, ain't easy to confess, My hand upon my heart, I draw a little breath, cos I've fallen down, (down, down, down...) And I bleed and I feel that it's all too real, On a wave of emotion sending ships across yer ocean, And I've lost all my reasons...but it's you I can...believe inAnd looking in your eyes, the stars they fall away, And holding to your hand I waste away the day, I've got to make it known, I've got to let you see, But I'm not so strong...And I bleed and I feel that it's all too real, On a wave of emotion sending ships across yer ocean, And I've lost all my reasons...when it's you I can...believe inBelieve in, believe in, ohh Believe in, believe in, ohhNo I'm not that strongAnd I bleed and I feel that it's all too real, On a wave of emotion sending ships across yer ocean, And a way of feeling that inside I know I'm healing, All these waves of emotion sending ships across yer ocean, And I've lost all my reasons...but it's you I can...Believe in",mercury rev,indie
3,"Has she found a way to make her man work out rite, An' has she found a way to let her man into her life,Has she found a way to teach her man some control, Oh to make him understand her, as a whole, Will she find a way to tell him just how lost she is, An' will he find a way to lead her out of the wilderness,Take her by surprise, and not by force, Oh able to withstand, all her storms,In the wilderness..things aren't what they seem, In the wilderness..life is but a dream, That flows on..that flows on...Will he find a way to let her play such a sacred role, Will she find a way to forgive him as a whole,Oh how can he have been so blind for so long, An' how can the woman I love, be so strongIn the wilderness..things aren't what they seem, In the wilderness..life is but a dream, That flows on..that flows on...",mercury rev,indie
4,"An unseen force behind the turning leaves, Drives them all vermillion and green, You never gave up on me somehow, I don't know why I haven't turned by nowOoh I know love sounds impossible, Some words are just so hard to say, And there's times you feel unlockable, An' all you ever want, Is someone to try...to open up...and find a way in Don't ever say you were wrong for me, For you were always strong enough for three, I never let you in my world somehow, I'm asking you to please, allow me nowOoh I know love sounds impossible, Some words are just so hard to say, And there's times you feel unlockable, An' all you ever want, Is someone to try...to open up...and find a way inTruer skies beyond the swirling clouds, The other birds are off and flying south, We'll have to make our own way there somehow, An' I'm asking you to please trust me nowOoh I know love sounds impossible, Some words just take so long to say, And there's times you feel unlockable, An' all you ever want, Is someone to try...to open up...and find a way inSomeone to try...want someone to try, want someone to try, want someone to try...",mercury rev,indie
5,"Ain't it amazing when the seasons begin, to change, Someone behind the scenes just seems to pull some strings, I've struggled with an old angel all night long, An I thought it might be nice if we just talked till dawn I never never gave you...enough I could've given you...my loveThey say that mary magdelene, had it real bad She took her baby and she headed, off to france New situtuations don't present themselves, at first If I was her I don't know where or to who I'dve turnedI never left you with...too much I could've given you...my loveI hear of people living deep inside of, the earth They got their own sun and some claim they were here first I've struggled with an old angel all night long I thought it might be nice if you stayed here till dawnI know I left you...alone too much But I know I need you here...my love I never thanked you...enough I could've given you...my love",mercury rev,indie
