,lyrics,artist,genre
10,I'm out of this world And I'm never comin? back Ever since that day by the side of the road I got a smile on my face and i'm Never coming to Never coming to Never coming toI'm leaving today and I'm never coming back Killed by a girl by the side of the roadI'm out cold and I'm never coming to I'm out cold and I'm never coming..I love I love I love I love I love I love I never love I never love I never never never never What I mean to say What I tried to say Is that I never never got my wayI'm out of this world And I'm never comin? back Ever since that day by the side of the road I got a smile on my face and i'm Never coming to Never coming to Never coming toI'm out of this world And I'm never comin? back Ever since that day by the side of the road I got a smile on my face and i'm Never coming to Never coming to Never coming toLucifer got a hold of me (? ) Said (? ) gonna set you freeI'm out cold and I'm never coming to I'm out cold and I'm never coming..Now I'm lookin? for the sun Lookin? for the sun Hope the (? ) dried in the sun lookin? for the sun Someone took me for a joyride Led me straight into a ditchI'm out of this world And I'm never comin? back Ever since that day by the side of the road I got a smile on my face and i'm Never coming to Never coming to Never coming to(? ) double time working machine I had a big bad plan it was a real cool dream I'm out cold and I'm never coming to I'm out cold and I'm never coming..(? )suckin? on a little red rock By the side of the road (? ) up in a puddle of blood (? ) save my soulI'm out cold and I'm never coming to I'm out cold and I'm never coming.. I'm out cold and I'm never coming to I'm out cold and I'm never coming to,black flag,punk
11,"No, I won't believe that this is all I'm not happy, I'm not free Pay check to pay check, Living for what Every night I get drunk to ger sunkI need action, won't take no more, No more, no more, no more It won't work, won't work No moreI knew what I had when I grew up I know that it really sucked Now I'm a slave to the same lies If I don't get out I'm gonna die I need action, won't take no more, No more, no more, no more It won't work, won't work No moreControl, control for who, For what? I'm no robot, they can get fucked Reaction's masochism this can't last I need to live, I need it nowI need action, won't take no more, No more, no more, no more It won't work, won't work No more",black flag,punk
12,"She's black, everything I need, everything I have She's black, everything I need, everything I have She's black, my love is true, so true to you She's black, everything I love, she's everything I have*       She's black Everything I see Take me back She's blackShe's black, I've been had, everything I hate She's black, it's out of my hands, everything I hate She's black, my love is true, my love so true to you Now she's black every night and day, and I love you*Now she's black, your baby's been had Now she's black, your boy's been had, Black! Now she's black, your silly boy's been used up Now your baby's all used up, little boy blackI'm black, let me in! I'm black Black, dying at your door, take me back! Black! Let me rot at your feet, let me in! Black! Black! Black!**",black flag,punk
13,"Nothing Nothing Nothing left insideLove Love Nothing left insidePain in my heart Pain hurts my heart Nothing left insideLies Your lies Nothing left insideI built it up I broke it down Nothing left insideLeach Drained me dry Nothing left insideLonely, lonely, lonely Lonely, lonely boy Nothing left insideI want to see you I want to see you I want you to see my eyes Nothing left insideNothing left inside",black flag,punk
14,"its 3:29 AM I look out my window at the hot crowded street above I notice i feel cold and alone used up like an old bottle no deposit, no return people live and die in these apartment compartments no deposit, no return dust falls silently why cant i? no deposit, no return",black flag,punk
15,"Hey friend, what happened to you?...(?)You let me down You let me down You let me down You let me downHow could you do that?...(?) You let me down You let me down You let me down You let me down(blah blah) You let me down You let me down You let me down You let me down(blah blah) You let me down You let me down You let me down You let me down(blah blah) You let me down You let me down You let me down You let me down",black flag,punk
16,I don't care what you think I don't care what you say I've got nothing to give you Why don't you just go awayI've got no values Nothing to say I've got no values Might as well blow you awayYou're just a hole in the corner Always loaded to the hilt I could try some satisfaction I could destroy everything you buildI've got no values Nothing to say I've got no values Might as well blow you awayDon't you try classification When you know it won't work What if I try some annihilation Throw your face in the dirtI've got no values Nothing to say I've got no values Might as well blow you awayDon't you try pretendin? Telling me it's all right I might start destroyin? Everything in my sight! No values No values No values,black flag,punk
17,Spoken: You don't have anything personal against me do you? You bet I've got something personal against you!We know You stole our song You were there Every touch in wrong(?) You were there Fuckin' wrote it all down You invent Everything you've doneNow you bet that I've got something personal against you!You deny All the sleaze and graffiti You inflect You look from our path(?) It's minus and you're impossible laps(?) We know What you've been lyin' aboutNow you bet that I've got something personal against you!You deny Sitting at the corner You die(?) But the love of your own(?) You've got Nowhere to go but down,black flag,punk
18,I walk by your house To see if you were at home It was my only chance I felt so alone It always seems I get so wound up To feel so let downI get so wound up I feel so let down I get so wound up I feel so let down I get so wound up I feel so let down I get so wound upDon't you ever see the way I look at you? Could you understand why I feel the way I do?I have a lot to show you Feel I have something to prove There's things I'd like to tell you My brain is slow to move I wish you'd give me a second So I could make you see That no one in the world could look at you And see the things I seeI get so wound up I feel so let down I get so wound up I feel so let down I get so wound up I feel so let down I get so wound upDon't you ever see the way I look at you? Could you understand why I feel the way I do?I have strong emotions I keep them to myself I know I can write them I know I can sing them That's what I'll have to do Because in my heart Deep in my heart I keep a picture of youI get so wound up I feel so let down I get so wound up I feel so let down I get so wound up I feel so let down I get so wound up,black flag,punk
19,"Gunna be a white minority marvelously the majority gunna feel inferiority guunna be, white minorityWHITE PRIDE, your an american why can i hide, when and where i canGunna be a white minority dont beleive theres a possibility well, we'll just wait and see gunna be, white minorityWHITE PRIDE,your an american why can i hide, when and where i canGunna be a white minority theres gunna be, large casualties were the damn majoritywell, gunna die",black flag,punk
20,this feeling haunts me behind these eyes the shell seems so empty does anything live inside?i want to live i wish i was deadmy heart aches to believe im cheated by what i see freedom holds a double edge for me i look in your eyes and seei want to live i wish i was deadi dont even want to think im stuck here and i know it i dont want to see make me close my eyesi want to live i wish i was deadi look in your eyes and see its always this way live the tlive and take a dive just to make it dieive just got to close my eyes ive got to close my eyes ive got to close my eyes,black flag,punk
21,"Tonight I sit right down in my room Going over it and over it again and again Something's got a hold of me And I just can't seem to shake myself looseLet me go Let me go I'm surely breaking upTonight I'm gonna make that body pay Tonight I'm gonna make that body scream Tonight I'm gonna drop to my kneesI want to make you fell like you make me feel I want to make you fell like you make me feel I want to make you fell like you make me feelThere's a lover in my heart Killer in my hands Whiskey on my breathSomeone handed me a ladder And for the longest time I've been climbin? - to the bottom of it Someone reached out and gave me their hand And for the longest time I've been trying to dislodge my teeth from itMy life is a piece of a shit that got caught in my show And I've been grinding that stink into the dirt For a long time now, now, nowI want to make you fell like you make me feel I want to make you fell like you make me feel I want to make you fell like you make me feelI think you stuck my friends with knives Dragged him out so he could die One in his heart and three in each side - knivesGo ahead Go ahead Go ahead and stick me Stick me.",black flag,punk
22,Love me So I can feel the pain Of not having made a mistake Love me So I can crawl into your oven And begin to bake Love me (? ) burns I'm alive Love me Until I hateWhite hot White hot White hotLove me (? ) me My life collision course Love me Consume my life force Love me So I don't enter that cave (? ) shelter finding I'm cold Love me So I can tear you apartWhite hot White hot White hotLove me As I (? ) Pleasure makes me go Love me So I can feel my heart (? ) (? ) of Love me So I can fall apart The ending I already know Love me (? ) vicious accidents (? ) whiteWhite hot White hot White hot,black flag,punk
23,"Swinging man I'm hanging around Hangin? ?round I'm the swinging man and my feet Never touch the ground Swinging man Swinging man I swing back and forth Back and forth Back and forth Back and forth I was looking for a little warmth But I didn't find nuthin? So now I'm hanging around Swinging man Feeling no pain No pain No pain No pain All the girls know my name I go by; swinging man Swinging man I tell you what - you get yourself together And you go downtown, you come on home And I'll still be hangin? around Because I'm the swinging man And my feet never touch the ground Now if you love me, you'll cut me down But if not, I'll still be hangin? around Cuz I'm the swinging man and my feet Never touch the ground I'm the swinging man.",black flag,punk
24,You know you are the crazy girl You know your pants are on fire You're in heat You feel like you've(? ) just a little higherMy target Is your eyes My target Is...your...eyesMy target Is your eyes My target Is...your...eyesYour body has been given up To any young man who can afford to pay But your eyes have never seen the view Of the virgin tears you'll cry todayMy target Is your eyes My target Is...your...eyesMy target Is your eyes My target Is...your...eyesMy target Is your eyes My target Is...your...eyesMy target Is your eyes My target Is...your...eyesWhen you (? ) And you know you are troubled I'd like to make you let me heal you A scream for every virgin tearMy target Is your eyes My target Is...your...eyesMy target Is your eyes My target Is...your...eyes,black flag,punk
25,"I smash fists Into my face I feel itThis is good This is good This is good This is goodI punch the wall With my fists I feel itThis is good This is good This is good This is goodI hate to want, you make me want I hate to want, you make me want I hate to want, you make me want To hurt you",black flag,punk
26,Thirsty and miserable You drop to the floor You drink ?til you can't Even see any moreThirsty and miserable Always wanting more Thirsty and miserable Always wanting moreMy brother wants a ride To the liquor store You pity him For what he wants it forThirsty and miserable Always wanting more Thirsty and miserable Always wanting moreIt's 1:30 And we're all getting nervous The store closes at two There's not enough to last usThirsty and miserable Always wanting more Thirsty and miserable Always wanting more,black flag,punk
27,"T.V. PARTY TONIGHT T.V. PARTY TONIGHT T.V. PARTY TONIGHT T.V. PARTY TONIGHTWE'RE GONNA HAVE A T.V. PARTY TONIGHT...ALRIGHT WE'RE GONNA HAVE A T.V. PARTY ...ALRIGHT...TONIGHT WE'VE GOT NOTHING BETTER TO DO, THAN WATCH T.V. AND HAVE A COUPLE OF BREWSEVERYBODY'S GONNA HANG OUT HERE TONIGHT...ALRIGHT WE'LL PASS OUT ON THE COUCH ALRIGHT...TONIGHT WE'VE GOT NOTHING BETTER TO DO, THAN WATCH T.V. AND HAVE A COUPLE OF BREWSDON'T TALK ABOUT ANYTHING ELSE...WE DON'T WANT TO KNOW WE'RE DEDICATED TO OUR FAVORITE SHOWSWE SIT GLUED TO THE T.V. ALL NIGHT...AND EVERY NIGHT WHY GO INTO THE OUTSIDE WORLD AT ALL...IT'S SUCH A FRIGHT WE'VE GOT NOTHING BETTER TO DO THAN WATCH T.V. AND HAVE A COUPLE OF BREWS T.V. NEWS SHOWS WHAT IT'S LIKE OUT THERE...IT'S A SCARE YOU CAN GO OUT...IF YOU WANT...WE WOULDN'T DARE! WE'VE GOT NOTHING BETTER TO DO THAN WATCH T.V. AND HAVE A COUPLE OF BREWS DON'T TALK ABOUT ANYTHING ELSE...WE DON'T WANT TO KNOW WE'RE DEDICATED TO OUR FAVORITE SHOWSI WOULDN'T BE WITHOUT MY T.V. FOR A DAY...OR EVEN A MINUTE! I DON'T BOTHER TO USE MY BRAIN ANYMORE... THERE'S NOTHING LEFT IN ITWAIT A MINUTE MY T.V. SET DOESN'T WORK IT'S BROKEN! WHAT ARE WE GONNA DO TONIGHT THIS ISN'T FAIR WE'RE HURTIN'! WE'VE GOT NOTHING LEFT TO DO LEFT WITH NO T.V. JUST A COUPLE BREWSWHAT ARE WE GONNA TALK ABOUT...I DON'T KNOW WE'RE GONNA MISS OUR FAVORITE SHOWSNO T.V. PARTY TONIGHT.",black flag,punk
28,it feels good to say what i want it feels good to knock things down it feels good to see the disgust on their eyes it feels good and im gonna go wild spray paint the wallsi dont want to see the plan succeed there wont be room for people like me my life is their disease it feels good and im gonna spray paint the wallsit feels good to say what i want it feels good to knock things down it feels good to see the disgust in their eyes it feels good and im gonna go wild spray paint the walls it feels good and im gonna go wild,black flag,punk
29,It feels good To say what I want It feels good To knock things down It feels good To see the disgust in their eyes It feels good And I'm gonna go wild Spray paint the wallsI don't want To see the plan succeed There won't be room For people like me My life is their disease It feels good And I'm gonna go wild Spray paint the wallsIt feels good To say what I want It feels good To knock things down It feels good To see the disgust in their eyes It feels good And I'm gonna go wild Spray paint the walls It feels good And I'm gonna go wild,black flag,punk
30,"""Hey mama. Come on, come on."" ""I don't know."" ""Come on, come on. This is it."" ""I kinda got a boyfriend."" ""No, no. This is happening. This is the time, now."" ""Uh, oh, ok!"" ""Alright, come on, go, go...""You're loose (Slip it in) Put your brain in a noose (Slip it in) The next day you regret it (Slip it in) But, you're still looseYou say you don't want it You don't want it Say you don't want it Then you slip it on inIn, in, inYou feel like a whore (Slip it in) But what you did the night before (Slip it in) You decided to be all loose (Slip it in) And go all crazyYou say you don't want it You don't want it Say you don't want it But then you slip it on inIn, yeahYou slip it in [x2]You say you didn't think (Slip it in) You said you had too much to drink (Slip it in) Is it in the chemical? (Slip it in) Or is it just some part of you?You say you don't want it You don't want it Say you don't want it But then you slip it on inIn, in, inYou regret how you felt (Slip it in) You felt it (Slip it in) You decided to be all loose (Slip it in) It's what you chooseYou say you don't want it You don't want it Say you don't want it But then you slip it on inYou slip it in [x2]Alright! Hey! Hey!You say you got a boyfriend (Slip it in) But you're hinting at my friends (Slip it in) And everybody else's friend (Slip it in) You're not loose, you're wide openAnd you say you don't want it You don't want it Say you don't want it Then you slip it on inIn, in, inYou're getting around (Slip it in) I'm not putting it down (Slip it in) It's just what it is (Slip it in) Getting it while it's aroundYou say you don't want it You don't want it You don't want it But then you slip it on inIn, in, inYou slip it in [x2]Mount up!",black flag,punk
31,"$35 and a six pack to my name SIX PACK! Spent the rest on beer so who's to blame SIX PACK! They say I'm fucked up all the time SIX PACK! But I know they're a waste of time SIX PACK!I know it'll be OK When I get a six pack in me, that's rightMy girlfriend asked me which one i like better SIX PACK I hope the answer don't upset her SIX PACK I was born with a bottle in my mouth SIX PACK! Now I've got six so I'll never run out SIX PACK!I know it'll be OK When I get a six pack in me, that's right$35 and a six pack to my name SIX PACK! Spent the rest on beer so who's to blame SIX PACK! They say I'm fucked up all the time SIX PACK! But I know they're a waste of time SIX PACK! SIX PACK! SIX PACK! SIX PACK!",black flag,punk
32,"Jumping into the seat of my car my pants are on fire (?) my briefs (?) I was lying just to save my skin pushing on the accelerator how am I gonna tell her I'm into love and passion (?) (?)actiondriving you ride shotgun trying to find us some fun break the rules from under the gun kissing ass isn't my idea of fun driving but I'm really driven confined to the rules I've been given How can I find my course When I see my problems and society is the sourceNo It's crazy but it's true when (?) nothing can stop you just got to do what you've got to doMusic fantasies of lies selling up high in the sky but all we want to do is get down there's got to be a turnaroundtelevision selling (?) from the lost souls consuming what they're told taking their money leaving them cold minds dead before they're oldthinking of the heartaches the love I missed all the pain it started with a kiss how much longer can I wait How much longer can I put up with this?Society's tease Is society's disease but all the girls locked up is not what we need Society's tease Is society's disease but all of us locked up is not what we needdriving right into a ditch another hole, another bitch feeling like I want to kill or kiss but I don't know which (?) another woman another whore you're hooked, you want more driving to the candy store but always asking ""what for""always wherever I go Playing some stupid role sometimes I look at the world and I just want to say, ""NOOOOOO!""Somewhere something went wrong where love plays stupid tricks where good and evil mix but i've got a plan the world will finally be saved (?)Society's tease Is society's disease but all the girls locked up is not what we need Society's tease Is society's disease but all of us locked up is not what we need",black flag,punk
33,Sinking Wanting Thinking Sinking all the while*   it hurts to be alone When it hurts to be aloneWhen it's cold outside When it's cold inside When it hurts to be alone It hurts to be alone*When I'm feeling it When I'm down and out When I'm feeling it When I'm down and out*All torn up All torn down Yeah I'm thinking that I'm sinking And I'm sinking all the while*Falling down Falling down I stand up To fall back down*Caving in Caving in I think my heart Is caving in*Dead air Dead phone Dead quiet Sinking all the while*Writhing my hands Grinding my teeth Staring at the floor Sinking all the while*Cutting my teeth on the blues Soul sinking to the bottom of my shoes Thinking my life's a waiting game Staring at my grave and feeling the same*When I want what I want When I want what I want When I need it I need it*When all I need Is all I need When I need it I need it*Sinking Sinking Sinking Sinking ,black flag,punk
34,"I am Rattus Norvegicus. I'm sitting in some shit-hole rat's nest and I'm a little angry. I wanted to be a talk show host-not a rat. You men think you have it bad with women? I've got it a lot worse let me tell you. What am I gonna say to some nice looking girl who I want to meet? I can tread water for over 36 hours? I can chew through lead pipes and cinderblocks? I can run on telephone wires?! And what if I do get the girl home? Can't fit her though the door-it's too small. Yeah I got a lot of girls. How'd you like to have a tail that went through your body to drag around all the time?- Not my idea of fun by a long shot! And do you see the neighborhoods that I'm forced to live in? Those people live like pigs! Can't catch the subway-they haven't built it yet. Can't catch the up-town bus I can't reach the step-up. Hey taxi! And everyone, Wants to kill me, Feed me drugs and poison, Put electrodes in my head and make me run on treadmills Dissect, bisect, and defect me. Biome, blind, mane and tame me. Are you folks crazy?! You never invite me to your parties as if I would really wanna go anyhow. Have you ever asked me to go to a movie? How ?bout bowling? You ever seen a rat cry? I got tears. And I have a heart-and I got brains. If you could just see past the fur, I think that you would see That I'm a lot like you.",black flag,punk
35,Supposed to act my age Supposed to act mature I've got better things to do Than listen to youI'm supposed to keep it together I'm supposed to keep my coolI might be a big baby But I'll scream in your ear Till I find out Just what it is I am doing here.,black flag,punk
36,"I'm about To have a nervous breakdown My head really hurts If I don't find a way out of here I'm gonna go berserk 'cuz I'm crazy and I'm hurt Head on my shoulders It's going...berserkI hear the same old talk talk talk The same old lines Don't do me that today, yeah If you know what's good for you you'll get out of my way 'cuz I'm crazy and I'm hurt Head on my shoulders Going...berserkI won't apologize For acting outta line You see the way I am You leave any time you can 'cuz I'm crazy and I'm hurt Head on my shoulders Going...berserkCrazy!  Crazy!  Crazy!  Crazy!I don't care what you fuckin' do I don't care what you fuckin' say I'm so sick of everything I just want to...die!",black flag,punk
37,"My war you're one of them You say that you're my friend But you're one of themYou don't want to see me live You don't want me to give Cuz you're one of themMy war you're one of them You say that you're my friend But you're one of themI might not know what a friend is All I know is what you're not Cuz you're one of themMy war you're one of them You say that you're my friend But you're one of themI have a prediction, it lives in my brain It's with me every day, it drives me insane I feel it in my heart, that if I has a gun I feel it in my heart, I'd wanna kill some I feel it in my heart, the end will come Come on!!My war you're one of them You say that you're my friend But you're one of themTell me that I'm wrong Try to sing me your ego song You're one of themMy war you're one of them You say that you're my friend But you're one of themMy war.",black flag,punk
38,"Loose nut in my head Loose nut rattling my skull Crying for a human touch Or anything that'll reach my soul*(x2)  loose nut in my head A bolt of lightning between my legs I can't think straight my mind's a mess I only see straight when I'm being ledLoose nut, I want head The loneliness I dread Loose nut you can help Be with me so I don't hurt myself*(x2)Loose nut, no bolt fits My head is giving me fits Loose nut looking for diversion Just anything that'll let me stick it in*(x2)Don't mind my crazy smile Hand me the phone so I can dial I'll be back in a little while But first I gotta get some vertical smile*(x2)",black flag,punk
39,"Look what you've done to your arms I see you don't care who you harm I understand You've never been the girl next door But now you're worse than before Self destruct Self...destructLife's miseries pain is deep Does it matter what anybody cares? Can there be another outlet? Nobody gets close, nobody dares Self destruct Self...destructI understand your problems I can figure out the reasons why But I can't help what I feel I can't accept what I see Self destruct Self...destructThere's got to be a way to get out",black flag,punk
40,i try and try but i cant seem to pry my mind from the gutter gutter brain pushin FILTHY thoughts dirty hands workin diggin nails let your fingers do the walkin let your fingers do the walkin let your fingers do the walkin let your fingers do the walkin i saw your head noddin from side to side you say your stuck around for just one last ride well youll surely go just as sure as you can whats your name? whats your name? whats your name? whats your name? let your fingers do the walkin let your fingers do the walkin let your fingers do the walkin let your fingers do the walkin you spent so much time tellin me about yourself and your kind there so many of you now and i wanna know how does your army grow? and so on man.. and so on man so go on man SO GO ON MAN well.... so long man let your fingers do the walkin let your fingers do the walkin let your fingers do the walkin let your fingers do the walkin hey now hey now ive got a halo above my head and a gun in my hand i can do no wrong no wrong man time stands still and takes a step aside my credit is good anywhere anytime all the girls know my name but theres none by my side im a man among men walkin tall with a plan you can send it around the world you can hold it in your hand you can bring it on home im armeggedon man girl its written on the wall for a good time call... ME wont you come by wont you give me a try im easy to reach and im willing to teach you EVERYTHING you wanna know DONT come knockin on my door its open just walk in like you own the place hang your hat put your feet UP i got time and i know how to use it how much time do you have? do you know? how much do you need to get the job done you know exactly what im talkin about dont you course you do thats why you came here in the first place let your fingers do the walkin let your fingers do the walkin let your fingers do the walkin let your fingers do the walkin how can i forgive? how can i let live? how can i forgive? how can i let live? how you gonna make me forgive? how you gonna make me let live? let your fingers do the walkin let your fingers do the walkin let your fingers do the walkin let your fingers do the walkin......,black flag,punk
41,"Note: There are several different versions of this song, this is one of themYour Jealous again No, she's just a friend Why can't I do anything without being yelled at?Always on the phone Never leave me alone! Why don't you tell me what the fuck you want from me!Chorus- Say I'll Neva gonna leave ya no, I'll never leave ya not the end no, it's not the endI won't beat you up I won't push you around Cause if i do the cops will get me for doing it!I wanna go and have some fun Go where the action is Who the hell are you to tell me who my friends are!ChorussoloChorusYour jealous again Your jealous again Your Jealous again And again and again!",black flag,punk
42,"Got myself in trouble really burst their bubble my head is going schizo i might embrace or kick you the nights are bright to dim me self-righteous attitudes won't amend me I've tasted life, it sends me only freedom can defend me(no matter what they say no matter what they do it's all up to you)I got myself a cripple(?) when i stepped outside didn't kick the circle 'cause it's just a lot of jive I've got my dreams, I won't work for the man whether it's wearing a suit, (?) his game plan(no matter what they say no matter what they do it's all up to you)(no matter what they say no matter what they do it's all up to you)I walk downtown where everybody goes leave me alone, I won't step on your toes I've got my plans, and they don't include walking down the street in anybody else's shoesGot myself in trouble really burst their bubble my head is going schizo i might embrace or kick you the nights are bright to dim me self-righteous attitudes won't amend me I've tasted life, it sends me only freedom can defend me(no matter what they say no matter what they do it's all up to you)",black flag,punk
43,"I've heard it before I don't want to hear it again I've heard it before I just want to shut you upFuck all you people who can't see my side I've got my own strategies for my life I've seen the emptiness in your ways Don't tell me how to make my wayI've heard it before I don't want to hear it again I've heard it before I just want to shut you upPressure rising pressure falling almost everyday Going clear outta my mind Oh god another day Don't forget you socks don't forget your shoes Mamas little baby, fuck noI've heard it before I don't want to hear it again I've heard it before I just want to shut you upFuck all you people who can't see my side I've got my own strategies for my life I've seen the emptiness in your ways Don't tell me how to make my wayI've heard it before",black flag,punk
44,I hear voices when no one's around Silent voices that no one can see I hear voices that don't make a sound The distant calling that calls out to meFeels so nice and hopeless when I'm rotting in your arms In my head In my head   side of my head The bullets are bright it's kept in the dark (? )   dark They crawl in my face and won't leave me aloneFeels so nice and hopeless when I'm burning through your skull In my head In my head I want to be that bullet that goes ripping through your brain In my head In my headI  (? ) light I  (? ) side of my skull When i(? ) alone Someone was laughing and pointing at meFeels so nice and hopeless when I'm rotting in your arms In my head In my head I want to be that bullet that goes ripping through your brain In my head In my head(? )  I want to be that bullet that goes ripping through your skull In my head In my headSometimes fables(? ) Are different than mine They always come over when no one's around Strangers(? ) side of my head (? )  millions of (? )   shot in the darkFeels so nice and hopeless when I'm rotting in your arms In my head In my head I want to be that bullet that goes ripping through your skull In my head In my headI hear voices when no one's around Silent voices that no one can see I hear voices that don't make a sound The distant calling that calls out to meFeels so nice and hopeless when I'm rotting in your arms In my head In my head I want to be that bullet that goes ripping through your skull In my head In my headSometimes(? ) They(? ) When(? ) (? ) dark (? ) and won't leave me aloneFeels so nice and hopeless when I'm burning in your womb In my head In my head I want to be that bullet that goes ripping through your skull In my head In my head,black flag,punk
